COMMON.NAME,SCIENTIFIC.NAME,OBSERVATION.COUNT,STATE,COUNTY,LOCALITY,LATITUDE,LONGITUDE,OBSERVATION.DATE,SPECIES.COMMENTS,month,day,daym,year
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Maharashtra,Raigarh,"Uran, Navi Mumbai IN-Maharashtra (18.9105,72.9758)",18.910512,72.975832,6/1/2019,NA,6,152,1,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Bangalore,"Turahalli State Forest, Bangalore",12.8819519,77.5246403,6/2/2019,NA,6,153,2,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,9,Himachal Pradesh,Sirmaur,"Simbalbara NP--PP (30.428, 77.487)",30.4276246,77.4865097,6/2/2019,"5-6 males seen fighting, females nearby",6,153,2,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Telangana,Warangal,Pakhal Lake,17.9537012,79.9780812,6/1/2019,NA,6,152,1,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,5,Telangana,Warangal,Bheemuni Paadam Waterfalls,17.837,80.035,6/2/2019,NA,6,153,2,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Uttarakhand,Hardwar,"Gujjar Basti, Gaindikhata",29.7749,78.24933,6/3/2019,NA,6,154,3,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Maharashtra,Mumbai Suburban,"Bhandup Pumping Station, Mumbai",19.1410937,72.9609883,6/3/2019,Immature Male,6,154,3,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Uttarakhand,Garhwal,"Kolhu Chaur, Lansdowne Forest Division",29.7076565,78.573913,6/1/2019,NA,6,152,1,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Uttarakhand,Garhwal,Chokham,29.7079224,78.6526563,6/1/2019,NA,6,152,1,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Uttarakhand,Garhwal,"Nauri, Lansdowne Forest Division",29.7848183,78.6254221,6/1/2019,NA,6,152,1,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,3,Telangana,Warangal,Bheemuni Paadam Waterfalls,17.837,80.035,6/1/2019,NA,6,152,1,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Bangalore,Valley School,12.8536944,77.5094716,6/5/2019,NA,6,156,5,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,7,Chhattisgarh,Raipur,"Gudhiyari Wetlands, Raipur",21.2561468,81.615493,6/8/2019,NA,6,159,8,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,9,Karnataka,Bangalore,Valley School,12.8536944,77.5094716,6/8/2019,"Three males (1 White morph, 2 rufous morph), two recently fledged juvenile two on nest and 4 female. Two sighted together where one female feeding two juvenile nest and far away two recently fledged juvenile fed by one female and accompanied by another female.",6,159,8,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,3,Telangana,Mahbubnagar,Uma Maheswaram,16.3690507,78.7290214,6/9/2019,NA,6,160,9,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,6,Karnataka,Bangalore,Valley School,12.8536944,77.5094716,6/9/2019,3 male and 3 female birds sighted ,6,160,9,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Maharashtra,Pune,Mula River -- Baner,18.5647853,73.7944874,6/8/2019,Female.,6,159,8,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Madhya Pradesh,Hoshangabad,Small pond next to silk farm,22.5983,78.157495,6/12/2019,NA,6,163,12,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Himachal Pradesh,Kangra,"Bhagsunag Waterfall, McLeodganj",32.2477638,76.338281,6/8/2019,NA,6,159,8,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Maharashtra,Bhandara,"Shivantola Naka, Pangadi, Maharashtra, IN (21.206, 79.938)",21.2057576,79.9383727,6/11/2019,NA,6,162,11,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Uttarakhand,Garhwal,"Nauri, Lansdowne Forest Division",29.7848183,78.6254221,6/1/2019,NA,6,152,1,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Uttarakhand,Hardwar,Laldhang--Rasoolpur,29.8616348,78.3109342,6/2/2019,NA,6,153,2,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Madhya Pradesh,Hoshangabad,"(22.5057,78.4400) Paraspani",22.505653,78.440038,6/14/2019,NA,6,165,14,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,North-West Frontier,NA,"Khariyan PK-Islamabad (33.8093,73.1365)",33.80926,73.136475,6/15/2019,NA,6,166,15,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Delhi,South Delhi,"Unnamed Road, New Delhi, Haryana, IN (28.426, 77.169)shamshin Lake",28.426066,77.1693054,6/11/2019,NA,6,162,11,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Madhyamanchal,Nuwakot,Shivapuri-Nagarjun National Park - General,27.8037666,85.3948233,6/12/2019,NA,6,163,12,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Bangalore,Valley School,12.8536944,77.5094716,6/15/2019,NA,6,166,15,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Madhya Pradesh,Hoshangabad,"Panarpani, Madhya Pradesh, IN (22.505, 78.434)",22.504726,78.4340238,6/14/2019,NA,6,165,14,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Rajasthan,Jaipur,Jhalana Safari Park,26.8571208,75.839715,6/17/2019,NA,6,168,17,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,6,Rajasthan,Jaipur,Jhalana Safari Park,26.8571208,75.839715,6/17/2019,NA,6,168,17,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Andhra Pradesh,Visakhapatnam,Lambasingi,17.8178299,82.492218,6/9/2019,NA,6,160,9,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Gujarat,Narmada,"Shoolpaneshwar WLS, Rajpipla",21.6710192,73.7911246,6/15/2019,NA,6,166,15,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,7,Madhya Pradesh,Narsimhapur,"Unnamed Road, Kathotiya, Madhya Pradesh, IN (22.944, 79.128)",22.9437078,79.1282312,6/18/2019,NA,6,169,18,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,6,Maharashtra,Chandrapur,Kolara Buffer Zone,20.3519494,79.3807658,6/17/2019,NA,6,168,17,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,50,West Bengal,Nadia,"Khisma Forest, Nadia",23.2549497,88.5951769,6/19/2019,More than 50,6,170,19,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,50,West Bengal,Nadia,"Khisma Forest, Nadia",23.2549497,88.5951769,6/19/2019,More than 50--Observed more than 8 nests.Spotted many juvenile birds along with many adult pairs in and around the nests.,6,170,19,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,6,Islamabad,NA,Margalla Hills Trail 5,33.744923,73.087365,6/10/2019,NA,6,161,10,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Gujarat,Gandhinagar,"Gujarat State Highway 71, Gujarat, IN (23.13, 72.629)",23.1304274,72.6294019,6/22/2019,NA,6,173,22,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Telangana,Mahbubnagar,Pichakuntla cheruvu,16.2585674,78.6902383,6/22/2019,NA,6,173,22,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,4,Uttar Pradesh,Kheri,Dudhwa NP -- General Area,28.4695517,80.6257507,6/7/2019,NA,6,158,7,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Haryana,Faridabad,Mangar mohit farm,28.3563971,77.1685964,6/22/2019,NA,6,173,22,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Bangalore,Valley School,12.8536944,77.5094716,6/9/2019,NA,6,160,9,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,4,Uttarakhand,Garhwal,Chokham,29.7079224,78.6526563,6/17/2019,NA,6,168,17,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Uttarakhand,Garhwal,Chokham,29.7079224,78.6526563,6/16/2019,NA,6,167,16,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Uttarakhand,Garhwal,"Kolhu Chaur, Lansdowne Forest Division",29.7076565,78.573913,6/16/2019,NA,6,167,16,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Uttarakhand,Garhwal,Chokham,29.7079224,78.6526563,6/16/2019,NA,6,167,16,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,3,Uttarakhand,Garhwal,Chokham,29.7079224,78.6526563,6/16/2019,NA,6,167,16,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,4,Uttarakhand,Garhwal,"Saneh, Lansdowne Forest Division",29.6923681,78.5234874,6/15/2019,NA,6,166,15,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,3,Uttarakhand,Nainital,Jeolikote,29.3451146,79.4785175,6/7/2019,Two males and one female seen,6,158,7,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Mysore,Rayana Kere ರಾಯನ ಕೆರೆ,12.2303338,76.6258836,6/23/2019,NA,6,174,23,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Himachal Pradesh,Shimla,"Badhal, HP",31.5353261,77.7832774,6/16/2019,NA,6,167,16,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,X,Gujarat,Junagadh,"Hasnapur Dam, Jambudi Thanu",21.571728,70.5167341,6/23/2019,NA,6,174,23,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,6,Maharashtra,Chandrapur,"Tadoba National Park, Chandrapur IN-Maharashtra (20.1881,79.3409)",20.188056,79.340869,6/12/2019,NA,6,163,12,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Telangana,Mahbubnagar,Mallela Theertham,16.2654366,78.8558722,6/23/2019,NA,6,174,23,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,3,Gujarat,Rajkot,Bhootnath Mahadev,22.1099464,71.0786747,6/22/2019,"All females, no male observed. One female kept harassing a pair of Pied Cuckoo until the pair flew away. Quite vocal in general.",6,173,22,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Maharashtra,Raigarh,Karnala Bird Sanctuary,18.8932799,73.1133847,6/15/2019,NA,6,166,15,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Bangalore,Valley School,12.8536944,77.5094716,6/26/2019,NA,6,177,26,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Uttarakhand,Nainital,Sattal & Surroundings,29.3626241,79.535654,6/27/2019,NA,6,178,27,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,4,Uttarakhand,Nainital,Sattal & Surroundings,29.3626241,79.535654,6/28/2019,NA,6,179,28,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Uttarakhand,Chamoli,"NH 7, Chamoli IN-Uttarakhand (30.3397,79.3169)",30.339726,79.316937,6/28/2019,NA,6,179,28,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,10,Uttarakhand,Dehradun,Chandrabani-Karwapani Trail,30.2823137,77.9587698,6/27/2019,"At least 3 white males, at least 1 rufous male",6,178,27,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Madhyamanchal,Kathmandu,Ichangu Narayan,27.7250873,85.2623275,6/29/2019,a pair,6,180,29,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Uttarakhand,Nainital,Sattal & Surroundings,29.3626241,79.535654,6/29/2019,NA,6,180,29,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Uttarakhand,Nainital,Sattal & Surroundings,29.3626241,79.535654,6/30/2019,NA,6,181,30,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Tamil Nadu,Erode,"National Highway 948, Talamalai R.F., Tamil Nadu, IN (11.62, 77.131)",11.6204167,77.13071,6/23/2019,NA,6,174,23,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Tamil Nadu,Erode,"Talamalai R.F., Tamil Nadu, IN (11.616, 77.006)",11.615585,77.006,6/23/2019,NA,6,174,23,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Karnataka,Bangalore,Valley School,12.8536944,77.5094716,6/30/2019,Rufous male and female,6,181,30,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Karnataka,Bangalore,Valley School,12.8536944,77.5094716,6/30/2019,Rufous morph,6,181,30,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,West Bengal,Bankura,"Biharinathparbat, West Bengal, IN (23.584, 86.95)",23.5835155,86.9496062,6/29/2019,NA,6,180,29,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,West Bengal,Bankura,"Biharinathparbat, West Bengal, IN (23.57, 86.943)",23.5695821,86.9429466,6/30/2019,NA,6,181,30,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,3,Gujarat,Rajkot,Hingolgadh & outskirts,22.1524403,71.3203551,6/30/2019,NA,6,181,30,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Haryana,Faridabad,Mangar Bani,28.385614,77.1540856,6/23/2019,NA,6,174,23,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,4,Gujarat,Rajkot,Hingolgadh Nature Education Sanctuary,22.1530046,71.3183975,7/7/2019,"1 White Male and 1 Rufus Male stopped, they have nests just at the entrance of the campsite.",7,188,7,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Gujarat,Rajkot,"(22.15, 71.315)",22.1502394,71.3145881,7/7/2019,NA,7,188,7,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Haryana,Gurgaon,Bhondsi Nature Park,28.3634054,77.0440469,6/30/2019,White male with long tail and female seen,6,181,30,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Telangana,Rangareddy,Himayat Sagar Lake,17.3290908,78.3631611,7/7/2019,NA,7,188,7,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,4,Maharashtra,Jalgaon,"IBA_ IMPORTANT BIRD AREA,HATNUR-RIGHT CANAL AREA / IN-Maharashtra-Mangalwadi-Unnamed Rd - 21.078x75.936",21.0783879,75.9360613,7/9/2019,NA,7,190,9,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Tamil Nadu,Coimbatore,"Salim Ali Centre for Ornithology and Natural History, Coimbatore",11.0925172,76.7866176,7/11/2019,NA,7,192,11,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,3,Haryana,Faridabad,Mangar mohit farm,28.3563971,77.1685964,7/13/2019,"White and rufous morph males, and single female",7,194,13,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Maharashtra,Ratnagiri,"Road Trail, Pathardi, Maharashtra, IN (17.452, 73.415)",17.4516621,73.4147481,7/14/2019,NA,7,195,14,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,North-West Frontier,NA,"Bag Notar valley PK-Khyber Pakhtunkhwa (34.1226,73.3332)",34.122552,73.333211,7/14/2019,Female ,7,195,14,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Bangalore,Thottikallu Falls,12.8059827,77.5383817,7/13/2019,rufous male with full tail,7,194,13,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,5,Chhattisgarh,Raipur,"Bhatagaon Water World Raipur, Chhattisgarh, IN (21.193, 81.606)",21.1929976,81.6064902,6/9/2019,NA,6,160,9,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Chhattisgarh,Raipur,"Gudhiyari Wetlands, Raipur",21.2561468,81.615493,6/10/2019,NA,6,161,10,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Chhattisgarh,Raipur,"WRS Colony, Raipur",21.2869751,81.6634369,6/25/2019,NA,6,176,25,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Chhattisgarh,Raipur,"Gudhiyari Wetlands, Raipur",21.2561468,81.615493,6/3/2019,NA,6,154,3,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Chhattisgarh,Raipur,Tila Anicut,21.0592714,81.9642426,6/3/2019,NA,6,154,3,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,4,Chhattisgarh,Raipur,"Bhatagaon Water World Raipur, Chhattisgarh, IN (21.193, 81.606)",21.1929976,81.6064902,6/14/2019,NA,6,165,14,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,5,Chhattisgarh,Raipur,"Bhatagaon Water World Raipur, Chhattisgarh, IN (21.193, 81.606)",21.1929976,81.6064902,6/14/2019,NA,6,165,14,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Haryana,Panchkula,Morni Hills,30.6919811,76.8978233,7/15/2019,NA,7,196,15,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,4,Chhattisgarh,Raipur,"WRS Colony, Raipur",21.2869751,81.6634369,7/15/2019,NA,7,196,15,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Uttarakhand,Dehradun,"Forest Research Institute (FRI), New Forest Campus",30.3444356,77.9978228,7/21/2019,Rufous morph. ,7,202,21,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Haryana,Faridabad,Mangar mohit farm,28.3563971,77.1685964,7/20/2019,NA,7,201,20,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,3,Odisha,Anugul,"Olaberi, Orchard",20.735,84.80963,6/14/2019,NA,6,165,14,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Rajasthan,Udaipur,"Karech, Rajasthan, IN (24.866, 73.312)",24.8664714,73.3117552,7/11/2019,NA,7,192,11,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Uttarakhand,Garhwal,"Kolhu Chaur, Lansdowne Forest Division",29.7076565,78.573913,7/13/2019,NA,7,194,13,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Gujarat,Gandhinagar,Indroda Nature Park,23.1933083,72.6484251,7/25/2019,NA,7,206,25,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Odisha,Anugul,"Nuapada village, Agriculture field, near village pond",20.73913,84.82118,6/14/2019,NA,6,165,14,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Madhyamanchal,Kathmandu,Narayanthan,27.7724599,85.3639046,7/26/2019,Female,7,207,26,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,6,Rajshahi bibhag,NA,Bagasara,24.4590232,88.5963068,7/27/2019,"One white morph, five orange morph.",7,208,27,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Telangana,Medak,Narsapur Reserve Forest,17.7115377,78.3172417,7/28/2019,NA,7,209,28,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Uttarakhand,Garhwal,"Kolhu Chaur, Lansdowne Forest Division",29.7076565,78.573913,7/14/2019,NA,7,195,14,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Karnataka,Bangalore,Valley School,12.8536944,77.5094716,7/28/2019,NA,7,209,28,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Karnataka,Bangalore,Valley School,12.8536944,77.5094716,6/29/2019,NA,6,180,29,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,West Bengal,North 24 Parganas,"Sundarbans, West Bengal, IN (22.126, 88.81)",22.1262611,88.8095765,8/4/2019,NA,8,216,4,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Rajasthan,Jaipur,Jhalana Safari Park,26.8571208,75.839715,8/6/2019,NA,8,218,6,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Tamil Nadu,Dharmapuri,Nagamathi Hillock,12.070394,78.0314416,8/9/2019,Heard call,8,221,9,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Tamil Nadu,Coimbatore,Ponnuthu,11.101233,76.887622,8/12/2019,NA,8,224,12,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Tamil Nadu,Coimbatore,Ponnuthu,11.101233,76.887622,7/27/2019,NA,7,208,27,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Tamil Nadu,Dharmapuri,Nagavathi Reservoir,12.064054,78.0321025,8/9/2019,Female seen,8,221,9,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Karnataka,Bangalore,"Shivanahalli, Bangalore",12.7202237,77.5667381,8/12/2019,NA,8,224,12,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Madhyamanchal,Kathmandu,Chapali Bhadrakali Trail,27.7769317,85.3798423,8/16/2019,NA,8,228,16,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,North Central Province,NA,C S,8.244129,80.181631,8/18/2019,NA,8,230,18,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,7,Chhattisgarh,Raipur,"Gudhiyari Wetlands, Raipur",21.2561468,81.615493,8/17/2019,NA,8,229,17,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Andhra Pradesh,Kadapa,Sri Lankamalleswara Wildlife Sanctuary,14.6,78.92,8/21/2019,NA,8,233,21,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Andhra Pradesh,Kadapa,Sri Lankamalleswara Wildlife Sanctuary,14.6,78.92,8/21/2019,F call recorded ,8,233,21,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Bangalore,Gundanjeneya Swamy Temple,12.7496929,77.5131798,8/25/2019,NA,8,237,25,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Tamil Nadu,Coimbatore,Bettathamman Temple,11.2161707,76.9386295,8/25/2019,NA,8,237,25,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Bangalore,Valley School,12.8536944,77.5094716,8/18/2019,NA,8,230,18,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Madhyamanchal,Nuwakot,Kakani,27.8147328,85.2600152,8/26/2019,"With feeding materials for its juvinile , probably they also breed in Kakani",8,238,26,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Telangana,Nizamabad,Mamidipalle Forest,18.7346761,78.1788973,8/31/2019,NA,8,243,31,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,North Central Province,NA,"Elahera - Giritale Road, North Central Province, LK (7.984, 80.918)",7.9842458,80.9176497,8/17/2019,NA,8,229,17,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Rajshahi bibhag,NA,"River Side, Rajshahi, Rajshahi Division, BD (24.363, 88.567)",24.3632369,88.5670591,9/5/2019,Seen properly ,9,248,5,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Uttarakhand,Dehradun,Wildlife Institute of India Campus,30.282495,77.9735059,9/4/2019,NA,9,247,4,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,6,Jammu and Kashmir,Jammu,"Environment Park,Raika",32.7290611,74.9100637,8/24/2019,NA,8,236,24,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Tamil Nadu,Coimbatore,"Bedathapuram Hill, Karamadai",11.2176992,76.9455814,9/8/2019,NA,9,251,8,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Tamil Nadu,Coimbatore,"Bedathapuram Hill, Karamadai",11.2176992,76.9455814,9/8/2019,NA,9,251,8,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Ramanagara,Cauvery WLS--General Area,12.2878954,77.3607893,9/7/2019,NA,9,250,7,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Kerala,Kollam,Shendurney Wildlife Sanctuary--Kattilappara,8.9144857,77.0919925,9/7/2019,NA,9,250,7,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,West Bengal,North 24 Parganas,"SundarbansWest Bengal, IN (22.124, 88.823)",22.1244551,88.8225489,9/9/2019,NA,9,252,9,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Madhya Pradesh,Indore,"Tinchha, Madhya Pradesh, IN (22.453, 75.738)",22.4526223,75.7376469,8/25/2019,Seen,8,237,25,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Maharashtra,Ahmadnagar,Kapurwadi lake,19.1167865,74.7798157,9/13/2019,NA,9,256,13,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Bangalore,"Jaipurdoddi, Karnataka",12.7072618,77.5689805,9/14/2019,female flying near the watch tower,9,257,14,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Ramanagara,Cauvery WLS--Hegeneru State Forest,12.3,77.43,9/15/2019,NA,9,258,15,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Delhi,South West Delhi,Jawaharlal Nehru University (JNU) Campus,28.5413299,77.1594071,9/15/2019,NA,9,258,15,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,6,Gujarat,Rajkot,Hingolgadh Nature Education Sanctuary,22.1530046,71.3183975,7/14/2019,NA,7,195,14,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Ramanagara,Cauvery WLS--Hegeneru State Forest,12.3,77.43,9/20/2019,NA,9,263,20,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Karnataka,Bangalore,Muthanallur Kere,12.8198358,77.7267265,9/21/2019,NA,9,264,21,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Jammu and Kashmir,Jammu,"Gharana ,Ranbir Singh Pura,Jammu",32.5666895,74.6741259,8/31/2019,NA,8,243,31,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Maharashtra,Raigarh,"Karnala Bird Sanctuary, Raigarh IN-Maharashtra (18.9131,73.1211)",18.913118,73.121054,9/21/2019,NA,9,264,21,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,5,Maharashtra,Jalgaon,Hatnur Dam (IBA),21.0781733,75.9569621,7/25/2019,NA,7,206,25,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Ramanagara,Cauvery WLS--Hegeneru State Forest,12.3,77.43,9/22/2019,NA,9,265,22,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Andhra Pradesh,Kadapa,Atlur to Siddavattam Road,14.5262194,79.0132642,9/10/2019,Wihite with out tail streamer ,9,253,10,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Andhra Pradesh,Kadapa,Sri Lankamalleswara Wildlife Sanctuary,14.6,78.92,9/10/2019,NA,9,253,10,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,3,Haryana,Gurgaon,Bhondsi Nature Park,28.3634054,77.0440469,9/15/2019,NA,9,258,15,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,2,Uttarakhand,Dehradun,Wildlife Institute of India Campus,30.282495,77.9735059,9/24/2019,Call,9,267,24,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Delhi,NA,Aravalli bio diversity park,28.482781,77.1098185,9/25/2019,NA,9,268,25,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Mysore,"Mysore City Bird Atlas 19A, Kukkarahalli kere  ಕುಕ್ಕರಹಳ್ಳಿ ಕೆರೆ",12.3095948,76.6333401,9/25/2019,NA,9,268,25,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Karnataka,Bangalore,Hessaraghatta Kere,13.1486506,77.4879026,8/25/2019,NA,8,237,25,2019
Indian Paradise-Flycatcher,Terpsiphone paradisi,1,Tamil Nadu,Coimbatore,"Bedathapuram Hill, Karamadai",11.2176992,76.9455814,9/27/2019,NA,9,270,27,2019
