Sl.No.,Sources,Photo/comments,COMMON.NAME,STATE,region,LATITUDE,LONGITUDE,month,day,year,morph
3377,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,12,23,2018,I
3378,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,1,,2018,R
3379,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,1,,2018,W
3380,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,7,,2018,R
3381,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,3,,2018,W
3382,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,,2018,I
3383,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,,2018,W
3384,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,12,,2017,W
3385,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,,2018,W
3386,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,3,,2018,W
3387,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,4,23,2018,R
3388,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,10,,2018,R
3389,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,8,,2018,R
3390,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,5,,2018,W
3391,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,,2018,W
3392,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,,2018,W
3393,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,7,,2018,R
3394,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,1,,2018,W
3395,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,5,,2016,W
3396,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,3,,2018,W
3397,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,1,,2018,W
3398,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,3,,2018,W
3399,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,,2017,W
3400,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,6,,2017,W
3401,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,,2017,W
3402,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,5,13,2017,R
3403,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,4,,2017,R
3404,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,,2017,W
3405,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,12,,2016,R
3406,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,3,,2016,I
3407,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,12,10,2017,W
3408,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,,2017,W
3409,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,,2017,I
3410,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,5,2017,W
3411,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,5,,2017,I
3412,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,,2017,R
3413,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,1,,2017,W
3414,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,9,,2017,R
3415,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,,2017,W
3416,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,11,,2017,W
3417,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,11,19,2017,W
3418,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,10,,2017,W
3419,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,11,,2017,W
3420,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,12,10,2017,W
3421,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,6,18,2017,R
3422,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,6,26,2016,W
3423,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,12,,2016,I
3424,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,6,,2016,R
3425,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,6,19,2016,R
3426,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,2,,2016,W
3427,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,1,23,2016,W
3428,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,7,,2016,W
3429,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,1,,2015,W
3430,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,7,,2016,W
3431,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,10,,2016,R
3432,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,7,17,2016,R
3433,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,5,,2016,R
3434,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,4,,2015,R
3435,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,4,,2016,R
3436,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,5,,2016,W
3437,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,6,,2016,W
3438,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,6,,2016,W
3439,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,7,,2016,W
3440,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,,,7,,2016,W
3441,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,4,,2017,I
3442,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,5,,2017,W
3443,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,6,,2017,R
3444,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,4,,2017,W
3445,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,10,,2017,W
3446,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,5,,2017,R
3447,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,4,,2017,W
3448,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,4,,2017,W
3449,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,5,,2017,W
3450,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,4,,2017,R
3451,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,9,21,2017,W
3452,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,6,,2017,R
3453,Fb,Photo,Indian Paradise-Flycatcher,West Bengal,East,,,4,5,2017,W
3454,Fb,Photo,Indian Paradise-Flycatcher,West Bengal,East,,,4,,2017,W
3455,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,7,,2017,W
3456,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,4,12,2018,W
3457,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,5,18,2014,W
3458,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,4,25,2015,W
3459,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,4,10,2016,W
3460,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,4,,2016,W
3461,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,5,31,2014,W
3462,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,4,13,2016,W
3463,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,5,,2015,W
3464,Fb,Photo,Indian Paradise-Flycatcher,Pakistan,Himalayas,,,3,,2015,W
3465,Fb,Photo,Indian Paradise-Flycatcher,Jharkhand,East,,,9,8,2019,W
3466,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.549,79.6766028,3,25,2016,I
3467,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9336366,76.7358642,1,11,2018,I
3468,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.796605,76.4378339,5,15,2018,I
3469,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3670742,77.6831734,12,18,2016,W
3470,ebird,comments,Indian Paradise-Flycatcher,Gujarat,Central,21.7069,72.4030352,5,28,2015,I
3471,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5671418,10,26,2015,I
3472,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3689948,77.6831734,1,17,2016,I
3473,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.9275,77.5862432,12,15,2016,I
3474,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8536944,77.5094716,1,15,2017,I
3475,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3689948,77.6831734,2,24,2017,I
3476,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.1687,74.7969389,1,19,2018,I
3477,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.522534,73.5413132,1,28,2018,I
3478,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,17.5473065,73.7714016,2,10,2018,I
3479,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5705556,11,2,2018,I
3480,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5705556,11,4,2018,I
3481,ebird,comments,Indian Paradise-Flycatcher,Telangana,Central,17.3145,78.4384346,10,16,1995,R
3482,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.2820567,76.6369128,11,26,2006,R
3483,ebird,comments,Indian Paradise-Flycatcher,Telangana,Central,16.8606,77.8657776,3,4,2007,R
3484,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.210564,79.4091797,3,21,2012,R
3485,ebird,comments,Indian Paradise-Flycatcher,Madhya Pradesh,Central,21.4770718,78.1461596,4,30,2012,R
3486,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.370154,75.0901365,12,14,2012,R
3487,ebird,comments,Indian Paradise-Flycatcher,Telangana,Central,16.8581297,77.8657776,2,23,2014,R
3488,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,15.2924,74.9850905,5,16,2014,R
3489,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.5123,76.5032959,5,29,2014,R
3490,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,15.1463279,74.5205855,12,24,2014,R
3491,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6831734,1,3,2015,R
3492,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.7202237,77.5764155,1,18,2015,R
3493,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9351959,76.7343092,2,6,2015,R
3494,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,8.495,78.0493927,2,8,2015,R
3495,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6831734,2,12,2015,R
3496,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.633,77.48849,2,15,2015,R
3497,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6831734,3,14,2015,R
3498,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.6567885,77.5667381,3,15,2015,R
3499,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.399,73.8330173,3,25,2015,R
3500,ebird,comments,Indian Paradise-Flycatcher,West Bengal,East,21.1292,88.6001116,4,12,2015,R
3501,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.5696138,79.0381297,5,3,2015,R
3502,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.5696138,79.0381297,5,11,2015,R
3503,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.5967146,79.0381297,5,18,2015,R
3504,ebird,comments,Indian Paradise-Flycatcher,Uttar Pradesh,North,26.0073035,80.9701395,5,23,2015,R
3505,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.453982,79.032855,5,24,2015,R
3506,ebird,comments,Indian Paradise-Flycatcher,Uttar Pradesh,North,26.0129781,80.9701395,6,4,2015,R
3507,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.1980778,79.829911,10,13,2015,R
3508,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,8.4649,78.027885,10,31,2015,R
3509,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,8.4649,77.2955704,12,27,2015,R
3510,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,8.5142539,77.2119623,1,2,2016,R
3511,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.0740864,76.6262054,1,12,2016,R
3512,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.949738,75.2209425,1,14,2016,R
3513,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,8.4949534,78.027885,1,25,2016,R
3514,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6831734,1,26,2016,R
3515,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.398,78.7104321,1,29,2016,R
3516,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,11.0585967,76.6302744,1,30,2016,R
3517,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9934,80.2380896,2,13,2016,R
3518,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,13.0857318,80.0633705,2,19,2016,R
3519,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5671418,2,24,2016,R
3520,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,13.0857318,80.0633705,3,5,2016,R
3521,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.4757016,73.2709551,3,12,2016,R
3522,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,76.8893809,4,2,2016,R
3523,ebird,comments,Indian Paradise-Flycatcher,Chandigarh,North,27.1789,76.8294418,4,6,2016,R
3524,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,11.995163,76.2480737,4,9,2016,R
3525,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.3979539,79.5389 ,5,23,2016,R
3526,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,25.200288,76.4378339,6,25,2016,R
3527,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.2820567,76.628521,10,26,2016,R
3528,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.6603595,77.5667381,11,6,2016,R
3529,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.6252,76.2620473,11,25,2016,R
3530,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,9.4747,78.5580611,11,28,2016,R
3531,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,9.475,78.5580611,11,29,2016,R
3532,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.8132,74.4295882,12,14,2016,R
3533,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,11.3233829,75.7285452,12,17,2016,R
3534,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6831734,12,18,2016,R
3535,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.37,77.6835,12,23,2016,R
3536,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,11.798875,77.1081448,12,25,2016,R
3537,ebird,comments,Indian Paradise-Flycatcher,Gujarat,Central,21.7561,72.4030352,12,27,2016,R
3538,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.8896,72.9477382,1,1,2017,R
3539,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.0423876,76.33937,1,3,2017,R
3540,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.5397,79.839921,1,7,2017,R
3541,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8536944,77.5094716,1,8,2017,R
3542,ebird,comments,Indian Paradise-Flycatcher,Gujarat,Central,20.5344,70.5388784,1,13,2017,R
3543,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.7026544,77.295177,1,20,2017,R
3544,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.685392,77.5667381,1,22,2017,R
3545,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.6698777,78.1900317,1,26,2017,R
3546,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.0384871,76.7785417,3,5,2017,R
3547,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9934,80.2380896,3,12,2017,R
3548,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,9.3731,76.3694,3,13,2017,R
3549,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,9.9651099,76.3019707,3,20,2017,R
3550,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.4139405,76.5241489,3,25,2017,R
3551,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6831734,3,28,2017,R
3552,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6831734,4,1,2017,R
3553,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6831734,4,1,2017,R
3554,ebird,comments,Indian Paradise-Flycatcher,West Bengal,East,21.315,88.3572462,4,2,2017,R
3555,ebird,comments,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,27.8029,77.160941,4,23,2017,R
3556,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,15.2923609,74.9804379,4,24,2017,R
3557,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.2183847,74.7852002,5,4,2017,R
3558,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,8.4649,77.3616645,5,13,2017,R
3559,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.1685964,5,23,2017,R
3560,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,25.2036986,76.4378339,6,2,2017,R
3561,ebird,comments,Indian Paradise-Flycatcher,West Bengal,East,22.281976,87.4134064,6,11,2017,R
3562,ebird,comments,Indian Paradise-Flycatcher,Gujarat,Central,20.7824,70.5167341,6,22,2017,R
3563,ebird,comments,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.855612,78.0593771,6,25,2017,R
3564,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5671418,10,14,2017,R
3565,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0172325,77.5671418,10,24,2017,R
