source,documentation,COMMON.NAME,STATE,LATITUDE,LONGITUDE,month,day,year,morph
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.9934334,77.5671 ,11,5,2017,I
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.0172325,77.5706 ,11,4,2017,I
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.0172325,77.5706 ,11,4,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.6518657,74.536,11,22,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,17.3145,78.3286,11,26,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,17.3145,78.3286 ,11,26,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,17.4428699,73.7692,11,11,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,17.9184943,73.7714 ,11,10,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.2544586,73.7714 ,11,7,2017,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,19.25,74.76,11,23,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,20.1941,70.5031,11,15,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,20.223865,70.5031 ,11,15,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,20.465,70.5059 ,11,11,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Madhya Pradesh,21.5271,75.6936 ,11,1,2017,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,11,,2017,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,11,19,2017,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,11,,2017,W
iNaturalist,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.409,80.414357,12,23,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,9.5729,76.8437 ,12,21,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,9.604252,76.9269 ,12,8,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,9.8965,79.0438,12,5,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.05098,76.3394,12,28,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0517898,76.3394 ,12,22,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0517898,76.3394 ,12,28,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0517898,76.3394 ,12,28,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0521,76.5 ,12,21,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0528,76.5 ,12,18,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0528,76.5 ,12,18,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.1274,76.728 ,12,29,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.145076,76.4491,12,28,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,10.312675,77.2224 ,12,10,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,10.3495,77.2732 ,12,6,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,10.3537,77.1675,12,16,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,10.35552,77.1675,12,16,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.53,76.3854 ,12,17,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,10.5479,77.5063 ,12,31,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.6196325,75.9775 ,12,4,2017,W
FB,Photo,Indian Paradise-Flycatcher,Tamil nadu,10.626628,76.394957,12,3,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.7739,76.7638 ,12,25,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.9053957,76.2482 ,12,20,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.1107402,75.7922 ,12,10,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.1146978,76.2172,12,3,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.1494,76.2188 ,12,28,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.1580162,76.2188 ,12,6,2017,R
FB,Photo,Indian Paradise-Flycatcher,Tamil nadu,11.776677,78.216221,12,5,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,11.8082844,77.122 ,12,14,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,11.8083,77.122 ,12,14,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.3602739,76.6569,12,25,2017,I
eBird,Photo,Indian Paradise-Flycatcher,Kerala,12.4259,75.032 ,12,7,2017,I
eBird,Photo,Indian Paradise-Flycatcher,Kerala,12.4259,75.032 ,12,7,2017,I
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8536944,77.5095,12,20,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8769,77.5922 ,12,12,2017,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.0172325,77.5706 ,12,16,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.0857318,74.993,12,8,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3699596,77.6832 ,12,15,2017,I
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,14.9028,74.5323,12,14,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,15.166,74.5206,12,16,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Goa,15.3400808,74.1062 ,12,13,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Goa,15.3400808,74.1062 ,12,13,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Andhra Pradesh,17.3145058,83.3208 ,12,17,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,17.411,73.7559,12,30,2017,I
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,17.411,73.7559,12,30,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,17.4145,73.7559 ,12,30,2017,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,18.366745,73.754912,12,31,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Chhattisgarh,18.4924421,82.1364 ,12,11,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,20.1904,70.5031 ,12,12,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,20.248524,70.494 ,12,23,2017,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,22.552184,72.61805,12,10,2017,W
FB,Photo,Indian Paradise-Flycatcher,West Bengal,23.733144,88.393948,12,30,2017,I
OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,30.282495,73.769154,12,27,2017,W
FB,Photo,Indian Paradise-Flycatcher,Karnataka,,,12,,2017,R
FB,Photo,Indian Paradise-Flycatcher,Karnataka,,,12,,2017,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,12,,2017,W
FB,Photo,Indian Paradise-Flycatcher,Karnataka,,,12,,2017,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,12,,2017,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,12,,2017,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,12,,2017,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,12,10,2017,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,12,10,2017,W
eBird,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.443329,79.8697 ,1,11,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.7273,80.3948 ,1,21,2018,W
FB,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.874816,79.9381,1,7,2018,R
FB,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.875512,79.937466,1,7,2018,R
FB,Photo,Indian Paradise-Flycatcher,Sri Lanka,7.487607,80.348292,1,9,2018,W
FB,Photo,Indian Paradise-Flycatcher,Sri Lanka,7.487607,80.348292,1,9,2018,R
FB,Photo,Indian Paradise-Flycatcher,Sri Lanka,7.487607,80.348292,1,21,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,8.7522,76.584 ,1,24,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Kerala,8.77676,76.584 ,1,30,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Kerala,8.8619,76.584,1,24,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,9.682005,78.0334 ,1,19,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0517898,76.3394 ,1,16,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0517898,76.3394 ,1,16,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0518,76.3385,1,4,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0518,76.706,1,17,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0518,76.3394 ,1,17,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.1298,76.5271 ,1,4,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.1312119,76.698 ,1,26,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.308206,77.2187,1,14,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,10.6850432,77.5046 ,1,24,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.7101544,76.3636 ,1,14,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.8025324,76.6757 ,1,21,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.82,75.9883 ,1,28,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.8238,75.9883 ,1,28,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,10.987224,76.8537 ,1,6,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.2757272,76.2505 ,1,30,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.5599,76.6836 ,1,24,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.6720743,78.4045,1,13,2018,R
FB,Photo,Indian Paradise-Flycatcher,Tamil nadu,11.783798,78.344257,1,13,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.9068079,75.4033 ,1,9,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.9169041,75.3833,1,26,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,12.0514028,78.8511,1,13,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,12.2948618,75.0944 ,1,28,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,12.3888,75.0102,1,16,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,12.388815,75.2472,1,27,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,12.388815,75.2472 ,1,27,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,12.8037,80.0378 ,1,4,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8536944,77.5095,1,7,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8536944,77.5095 ,1,25,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8537,75.7581,1,22,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.9934334,77.5812 ,1,6,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.1805721,74.7769 ,1,20,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.2146065,74.7769,1,26,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.2289,74.8007 ,1,21,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3498,74.7854 ,1,26,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3564,74.7854,1,26,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3699596,77.6832,1,19,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3699596,77.6832,1,26,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.37,77.6832,1,19,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.37,77.6832 ,1,19,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.37,75.0901,1,20,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,14.023,74.1313,1,10,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,14.0230152,74.3349 ,1,7,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,14.9221915,74.5323,1,9,2018,W
iNaturalist,Photo,Indian Paradise-Flycatcher,Karnataka,15.0435817,74.520906,1,16,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,15.1661,74.5206 ,1,14,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,15.219,74.5206,1,14,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.6654988,77.8658 ,1,21,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Telangana,16.3691,77.8658 ,1,21,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,17.205102,81.3058,1,26,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,17.8012,73.7714 ,1,28,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,17.948682,73.7714,1,28,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.366192,73.7678,1,7,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.3799,73.1234 ,1,27,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.8897,72.8771 ,1,24,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,20.248524,70.494 ,1,17,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,20.248524,70.494,1,18,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,21.946437,68.8919 ,1,5,2018,W
OBI,Photo,Indian Paradise-Flycatcher,Gujarat,28.5668688,69.47812,1,10,2018,R
OBI,Photo,Indian Paradise-Flycatcher,Gujarat,29.3476,69.47812,1,10,2018,W
OBI,Photo,Indian Paradise-Flycatcher,Karnataka,29.352276,77.573227,1,18,2018,R
OBI,Photo,Indian Paradise-Flycatcher,Kerala,29.3523,76.687129,1,16,2018,R
OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,30.2876,73.769154,1,7,2018,W
OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,30.2887,73.769154,1,17,2018,W
FB,Photo,Indian Paradise-Flycatcher,Karnataka,,,1,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Kerala,,,1,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Karnataka,,,1,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,1,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Karnataka,,,1,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,1,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,1,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,1,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,1,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,1,,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.409,80.4185 ,2,13,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,10.2753,76.9117 ,2,19,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.4581267,76.2845 ,2,19,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.4652,76.2845,2,19,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.4652,76.2845 ,2,19,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.7152,76.3636,2,18,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.0571,76.8502 ,2,6,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.6005,78.1703,2,10,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.6174628,78.1703 ,2,10,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.6219,78.1703 ,2,10,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.9381085,75.8608 ,2,25,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.9384,75.8608 ,2,25,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.9988075,75.2842 ,2,13,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.3501,76.6569 ,2,16,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Kerala,12.5397,75.1043,2,24,2018,R
FB,Photo,Indian Paradise-Flycatcher,Karnataka,12.6921745,77.565595,2,17,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8536944,77.5095,2,10,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8536944,77.5095,2,11,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8536944,77.5095 ,2,11,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8537,77.5095 ,2,11,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,12.8538,79.1282,2,18,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,12.8603,79.1282 ,2,4,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,12.878,80.1217 ,2,6,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.9934334,77.5671,2,4,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.0172325,77.5706 ,2,25,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.0798702,77.5713 ,2,23,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3699596,77.6832 ,2,28,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,14.701286,74.6325,2,1,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,14.8927,74.5402 ,2,13,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.4584784,78.7197,2,18,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.997169,77.8658,2,4,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Telangana,16.2615,77.8658 ,2,11,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,17.3145,78.3172,2,18,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,17.8274,73.7714 ,2,11,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,17.9077443,73.7714,2,10,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.3716322,73.7851,2,17,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.37251,73.7851 ,2,17,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.375924,73.8139 ,2,10,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,19.15806,75.1824,2,16,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Odisha,19.218227,85.8054 ,2,17,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,20.3858254,70.4906 ,2,16,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,21.5782,72.403 ,2,25,2018,W
OBI,Photo,Indian Paradise-Flycatcher,Gujarat,28.5668688,73.485997,2,9,2018,R
OBI,Photo,Indian Paradise-Flycatcher,Gujarat,29.3476,70.822813,2,15,2018,W
OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,29.3770261,73.769154,2,2,2018,I
OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,30.2910462,73.334341,2,13,2018,W
FB,Photo,Indian Paradise-Flycatcher,Kerala,,,2,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,2,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,2,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,2,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,2,,2018,I
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,2,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,2,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,2,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,2,,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Sri Lanka,5.969502,80.5222 ,3,24,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.1437,81.2677 ,3,11,2018,I
iNaturalist,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.409,80.2873,3,7,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,9.5862358,76.3218,3,4,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0585898,76.7022 ,3,23,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.8355,76.6452 ,3,11,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.8379,76.6452 ,3,11,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.3153,75.8193,3,31,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.3382157,76.7109 ,3,29,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.6875401,75.5461 ,3,25,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.7883867,75.3801,3,13,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,11.9448988,77.1425,3,15,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,12.1516718,79.0362 ,3,21,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.3903475,75.7027 ,3,4,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.606569,77.5681,3,11,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,12.8037,80.0378 ,3,19,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8537,77.5095 ,3,4,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,12.8603,79.1282 ,3,18,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.9144002,77.5767,3,3,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.0205556,77.6397,3,20,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.1290505,74.7616 ,3,24,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.1380359,74.7616 ,3,24,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3471,74.8168,3,11,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3699596,77.6832,3,8,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3699596,77.6847,3,30,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.37,77.6848,3,14,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.37,77.6848 ,3,14,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,15.2615602,74.5206 ,3,3,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,15.4585,73.8014,3,3,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,15.5410541,74.5655 ,3,15,2018,W
iNaturalist,Photo,Indian Paradise-Flycatcher,Maharashtra,15.5548123,73.299936,3,10,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,17.3145,78.5277 ,3,30,2018,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,17.707658,74.003286,3,19,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.2049817,73.7714 ,3,3,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.3799,72.9253 ,3,24,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.5248642,72.9136 ,3,8,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.5249,74.6933 ,3,1,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,20.40144,70.5059 ,3,11,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Odisha,20.8883,86.4446 ,3,2,2018,W
eBird,Photo,Indian Paradise-Flycatcher,West Bengal,21.5143,88.4312 ,3,25,2018,R
FB,Photo,Indian Paradise-Flycatcher,Jharkhand,23.292224,85.279486,3,15,2018,R
FB,Photo,Indian Paradise-Flycatcher,Rajasthan,26.0272,77.517 ,3,29,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Rajasthan,26.0378,77.517 ,3,25,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Uttarakhand,26.062108,79.5264 ,3,30,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Haryana,26.062108,76.8894 ,3,31,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Uttarakhand,26.062108,79.4785 ,3,31,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Uttarakhand,26.062108,79.5277 ,3,31,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Punjab,27.1789,76.7261 ,3,26,2018,W
iNaturalist,Photo,Indian Paradise-Flycatcher,Kerala,28.4936629,75.346658,3,25,2018,W
iNaturalist,Photo,Indian Paradise-Flycatcher,Karnataka,28.4937,76.6359,3,31,2018,W
OBI,Photo,Indian Paradise-Flycatcher,Karnataka,29.352276,77.762188,3,20,2018,W
OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,29.53003,73.334341,3,4,2018,R
OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,29.5845184,73.334341,3,11,2018,R
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,30.090318,78.26443,3,28,2018,W
FB,Photo,Indian Paradise-Flycatcher,Kerala,,,3,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,3,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,3,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,3,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,3,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,3,,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,10.85,78.879 ,4,11,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.9091041,76.2861,4,1,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.0925172,77.3009,4,15,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.3153,75.8193 ,4,2,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8163731,77.5494 ,4,16,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3616,74.7854 ,4,8,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Goa,15.3363797,74.1062 ,4,15,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.4584784,78.8562 ,4,8,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.375924,73.8139,4,29,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.9103018,72.8141 ,4,5,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,19.398,79.0329 ,4,8,2018,R
