source,documentation,COMMON.NAME,STATE,LATITUDE,LONGITUDE,month,day,year,morph
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,19.407915,79.0329 ,4,22,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,19.453982,79.0329 ,4,22,2018,W
eBird,Photo,Indian Paradise-Flycatcher,West Bengal,21.197299,87.2816 ,4,4,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Rajasthan,22.5123,76.5033,4,2,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Rajasthan,22.5123362,76.5033 ,4,2,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Rajasthan,22.512438,76.5033 ,4,2,2018,W
FB,Photo,Indian Paradise-Flycatcher,Rajasthan,25.302305,75.411483,4,10,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Uttar Pradesh,26.013,80.9498 ,4,15,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Rajasthan,26.01462,77.3681 ,4,5,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Rajasthan,26.02,77.3681 ,4,5,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Rajasthan,26.0347,77.517 ,4,4,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Uttarakhand,26.062108,79.5677 ,4,9,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Uttarakhand,26.7520103,77.914 ,4,30,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Uttarakhand,26.855612,78.4283 ,4,4,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Himachal Pradesh,27.3419,77.0054 ,4,22,2018,W
iNaturalist,Photo,Indian Paradise-Flycatcher,Punjab,28.3634054,72.03518,4,22,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Jammu & Kashmir,28.4414836,74.4184 ,4,20,2018,W
OBI,Photo,Indian Paradise-Flycatcher,Himachal Pradesh,29.350472,76.544966,4,1,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,30.322122,78.032927,4,15,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,30.322122,78.032927,4,20,2018,I
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,30.322122,78.032927,4,24,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,33.3212,79.526394,4,14,2018,W
FB,Photo,Indian Paradise-Flycatcher,West Bengal,,,4,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,4,,2018,W
FB,Photo,Indian Paradise-Flycatcher,West Bengal,,,4,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,4,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,4,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,4,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,4,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttar Pradesh,,,4,15,2018,I
FB,Photo,Indian Paradise-Flycatcher,Haryana,,,4,4,2018,R
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,4,23,2018,R
FB,Photo,Indian Paradise-Flycatcher,Pakistan,,,4,12,2018,W
FB,Photo,Indian Paradise-Flycatcher,Sri Lanka,7.985973,81.520062,5,27,2018,R
FB,Photo,Indian Paradise-Flycatcher,Sri Lanka,8.311317,80.402268,5,23,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8536944,77.5095 ,5,19,2018,R
OBI,Photo,Indian Paradise-Flycatcher,West Bengal,15.456443,88.344679,5,19,2018,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,19.156621,72.922948,5,6,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,19.3297,77.1644 ,5,22,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Chhattisgarh,19.8823,81.6967 ,5,13,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,20,77.1625 ,5,21,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Chhattisgarh,20.244325,82.2689 ,5,15,2018,W
eBird,Photo,Indian Paradise-Flycatcher,West Bengal,21.5262,87.3337 ,5,1,2018,W
eBird,Photo,Indian Paradise-Flycatcher,West Bengal,21.5262,87.3447 ,5,1,2018,W
eBird,Photo,Indian Paradise-Flycatcher,West Bengal,22.133,88.5944 ,5,26,2018,W
eBird,Photo,Indian Paradise-Flycatcher,West Bengal,22.133,88.5944 ,5,26,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Jharkhand,22.35657,85.4651 ,5,29,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Jharkhand,22.4082,85.4651 ,5,29,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,23.13929,72.394205,5,1,2018,R
FB,Photo,Indian Paradise-Flycatcher,Rajasthan,24.634733,72.827872,5,27,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Uttarakhand,26.062108,78.971 ,5,12,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Uttarakhand,26.78388,77.9978 ,5,5,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Uttarakhand,26.78388,78.0994 ,5,17,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,29.304927,79.759598,5,3,2018,R
OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,29.6988,79.360689,5,21,2018,R
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,30.322122,78.032927,5,4,2018,W
OBI,Photo,Indian Paradise-Flycatcher,Rajasthan,30.753451,76.008501,5,16,2018,R
FB,Photo,Indian Paradise-Flycatcher,Himachal Pradesh,30.86243,77.00432,5,27,2018,W
OBI,Photo,Indian Paradise-Flycatcher,Rajasthan,30.9696,76.008501,5,16,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,5,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,5,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,5,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,5,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,5,,2018,I
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,5,,2018,I
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,5,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,5,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,5,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Chhattisgarh,,,5,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Haryana,,,5,20,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,5,,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.280082,81.4722 ,6,25,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.7682964,77.8658,6,24,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,19.4076,79.0329 ,6,15,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,19.5363,70.7051 ,6,15,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,19.538611,70.7051 ,6,15,2018,W
iNaturalist,Photo,Indian Paradise-Flycatcher,Chhattisgarh,19.9392,81.681573,6,25,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Chhattisgarh,20.5554917,82.5768 ,6,3,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,20.764053,70.5167 ,6,7,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Bangladesh,22.4231,90.4417,6,15,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Rajasthan,22.568,76.4378 ,6,2,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Rajasthan,22.5689603,76.4378 ,6,2,2018,W
FB,Photo,Indian Paradise-Flycatcher,West Bengal,23.251421,88.594447,6,3,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Uttarakhand,26.062108,79.3486,6,7,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Uttarakhand,26.062108,79.0498,6,9,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Uttarakhand,26.062108,78.5498 ,6,9,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Uttarakhand,26.8174068,78.0087 ,6,10,2018,I
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,29.752703,78.526752,6,8,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,32.3271,79.526394,6,11,2018,R
FB,Photo,Indian Paradise-Flycatcher,Rajasthan,,,6,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,6,,2018,I
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,6,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,6,23,2018,W
FB,Photo,Indian Paradise-Flycatcher,Uttar Pradesh,,,6,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Uttarakhand,,,6,23,2018,W
FB,Photo,Indian Paradise-Flycatcher,Chhattisgarh,,,6,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Haryana,,,6,,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8536944,77.5095 ,7,21,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,19.453982,79.0329 ,7,24,2018,W
iNaturalist,Photo,Indian Paradise-Flycatcher,Chhattisgarh,19.5967146,81.678578,7,19,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Chhattisgarh,21.1292,82.1377 ,7,1,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Madhya Pradesh,22.0163441,77.3421 ,7,1,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Himachal Pradesh,28.3634054,77.2009 ,7,10,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Jammu & Kashmir,28.4835371,74.8619 ,7,20,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Jammu & Kashmir,28.4936629,74.8619 ,7,20,2018,W
OBI,Photo,Indian Paradise-Flycatcher,Haryana,29.3476,77.174245,7,21,2018,R
OBI,Photo,Indian Paradise-Flycatcher,Jammu & Kashmir,29.3505,75.188023,7,3,2018,W
FB,Photo,Indian Paradise-Flycatcher,Sri Lanka,31.5211766,81.402006,7,27,2018,R
FB,Photo,Indian Paradise-Flycatcher,Chhattisgarh,,,7,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Chhattisgarh,,,7,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Haryana,,,7,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Haryana,,,7,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Haryana,,,7,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Haryana,,,7,21,2018,W
FB,Photo,Indian Paradise-Flycatcher,Haryana,,,7,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Haryana,,,7,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Haryana,,,7,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Haryana,,,7,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,7,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,7,,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.6030375,77.5681 ,8,11,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8536944,77.5095 ,8,25,2018,R
FB,Photo,Indian Paradise-Flycatcher,Haryana,,,8,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,8,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,9,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Haryana,,,9,29,2018,W
FB,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.891383,79.909095,10,11,2018,W
FB,Photo,Indian Paradise-Flycatcher,Kerala,8.623387,77.135687,10,31,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,10.726,77.4201,10,14,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.3571024,77.042 ,10,27,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.5345,76.6449,10,15,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,12.1041609,79.0532,10,21,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,12.2907786,75.0944 ,10,27,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,12.294333,75.0944 ,10,27,2018,R
iNaturalist,Photo,Indian Paradise-Flycatcher,Karnataka,12.7498,74.970632,10,26,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8537,77.5095,10,14,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8537,77.5095,10,19,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.9494094,77.7221 ,10,14,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.0172325,77.5706,10,27,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3699596,77.6832,10,17,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,15.1659722,74.5205,10,18,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,15.1894126,74.5206,10,19,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.4596727,78.729 ,10,27,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.4980769,78.7278 ,10,26,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,17.4164,73.7559,10,30,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,17.599876,73.7714 ,10,30,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.375924,73.8139 ,10,20,2018,W
eBird,Photo,Indian Paradise-Flycatcher,West Bengal,21.367947,88.3597 ,10,7,2018,R
eBird,Photo,Indian Paradise-Flycatcher,West Bengal,21.367947,88.3597 ,10,14,2018,R
eBird,photo,Indian Paradise-Flycatcher ,Pakistan,28.4638333,72.9964,10,10,2018,W
FB,Photo,Indian Paradise-Flycatcher,Madhya Pradesh,,,10,19,2018,R
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,10,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,10,,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Sri Lanka,5.9758,80.3159 ,11,4,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,8.5476447,76.821,11,6,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,8.6895118,76.5466 ,11,18,2018,I
iNaturalist,Photo,Indian Paradise-Flycatcher,Kerala,9.4398,76.500328,11,2,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,9.4411087,76.9685 ,11,20,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,9.4602587,76.524 ,11,13,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0517898,76.3394,11,1,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.48359,76.2946 ,11,27,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.616315,76.4776 ,11,5,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.7895295,76.3807,11,18,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.8057251,76.3498 ,11,18,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.0571,76.1022,11,16,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.0571,76.103 ,11,22,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.0571364,76.3183,11,16,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.6920789,78.2035 ,11,23,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.6956089,78.2722,11,24,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.9018518,77.6817,11,18,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.9023,75.4033 ,11,11,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.9384,75.3646 ,11,3,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.9384,79.7701 ,11,4,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.9384,79.7701,11,6,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.2419,77.3748 ,11,26,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.3096,76.6559 ,11,8,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.75,77.5769 ,11,11,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8537,77.5097,11,11,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.9207554,77.5088 ,11,8,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.9207554,77.5088 ,11,17,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.9995,77.5671 ,11,1,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.9995,77.5671 ,11,21,2018,W
FB,Photo,Indian Paradise-Flycatcher,Karnataka,12.9995399,77.5671,11,18,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.0172325,77.5706 ,11,4,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.0771,77.5713 ,11,22,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.15547,77.1507,11,11,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3366,74.7955 ,11,11,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.37,77.6832 ,11,7,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,14.375932,74.1045 ,11,18,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,15.1947,74.5206,11,18,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.460774,78.729 ,11,24,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.7894,77.8658 ,11,24,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.5248642,72.9136,11,11,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.5248642,72.9136,11,25,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,20.3042024,70.4914 ,11,13,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,20.5054,70.5059 ,11,29,2018,W
OBI,Photo,Indian Paradise-Flycatcher,Karnataka,29.352276,77.567128,11,18,2018,W
FB,Photo,Indian Paradise-Flycatcher,Karnataka,,,11,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Karnataka,,,11,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,11,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,11,,2018,R
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,11,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,11,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,11,,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.9069,80.7601 ,12,3,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Sri Lanka,7.6038,80.0224,12,2,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Sri Lanka,7.949637,80.0224 ,12,2,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,9.4426275,76.524 ,12,30,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,9.4695,76.4364,12,27,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,9.4922,76.5326 ,12,31,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0517898,76.3394 ,12,2,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0517898,76.3394 ,12,9,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0517898,76.3394 ,12,18,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0517898,76.3394 ,12,22,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0518,76.3162 ,12,2,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0518,76.3162 ,12,12,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.0518,76.3416 ,12,23,2018,R
FB,Photo,Indian Paradise-Flycatcher,Kerala,10.0518,76.3394,12,31,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,10.1312119,77.4814 ,12,24,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.4504,76.2667 ,12,7,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.7258,76.3636 ,12,25,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.7797,76.7249,12,30,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.7832,76.7249,12,30,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.8063073,76.6676,12,2,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.8304,76.6472 ,12,29,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,10.8489,76.066,12,4,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.0444,76.8492,12,22,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.0444,76.8492,12,22,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.0587033,76.7866 ,12,25,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.0606,76.7866 ,12,9,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.2757,76.0821,12,16,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.2758,76.2436,12,17,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.2758,76.2436 ,12,17,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.2758427,79.2455 ,12,22,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.4139405,76.6495 ,12,30,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.414,76.6495 ,12,30,2018,W
iNaturalist,Photo,Indian Paradise-Flycatcher,Tamil Nadu,11.537703,76.874724,12,29,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.5695632,76.0879 ,12,23,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.7461,76.0833,12,25,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.7773,75.3801,12,12,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,11.8984865,76.2563,12,18,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Kerala,11.91386,75.3791 ,12,23,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,12.0667,79.047 ,12,31,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,12.0892,79.0532,12,10,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,12.5497462,77.6368 ,12,15,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.7108464,77.6131,12,26,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,12.8537,77.5095,12,1,2018,W
iNaturalist,Photo,Indian Paradise-Flycatcher,Karnataka,12.8603,77.529304,12,25,2018,W
iNaturalist,Photo,Indian Paradise-Flycatcher,Karnataka,12.8678,77.593626,12,22,2018,R
iNaturalist,Photo,Indian Paradise-Flycatcher,Tamil Nadu,12.906122,80.172161,12,28,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.0172325,77.5706 ,12,1,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.0172325,77.5706 ,12,8,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.1687379,74.7969 ,12,26,2018,W
iNaturalist,Photo,Indian Paradise-Flycatcher,Karnataka,13.2171519,74.756308,12,24,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.329249,78.0012 ,12,5,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3365614,74.7955,12,7,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.3366,74.7955 ,12,7,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.37,77.6832 ,12,28,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,13.7110985,74.3234,12,24,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Goa,14.5979754,74.253 ,12,23,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Karnataka,15.2189892,74.5206 ,12,12,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,15.4418498,74.1116,12,15,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.460774,78.729,12,2,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.460774,78.729 ,12,2,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.569526,77.8548 ,12,25,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.5708,77.8548 ,12,25,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,15.688,77.8658,12,23,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Telangana,16.3691,77.8658,12,23,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Telangana,17.3119,78.4382,12,22,2018,I
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.3799,73.1231 ,12,2,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.3799,73.1231 ,12,2,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.3799,73.1234,12,15,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.3799,73.7968,12,15,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.3799,72.8726 ,12,15,2018,W
iNaturalist,Photo,Indian Paradise-Flycatcher,Maharashtra,18.4172714,73.121919,12,8,2018,R
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.4547,72.9361,12,2,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.4592,73.271 ,12,24,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,18.6264006,72.8925,12,25,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Odisha,19.385564,86.8637,12,1,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Maharashtra,19.3979539,74.7302 ,12,2,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Odisha,19.398,86.1828 ,12,30,2018,W
eBird,Photo,Indian Paradise-Flycatcher,Gujarat,20.3858254,70.4911 ,12,20,2018,W
OBI,Photo,Indian Paradise-Flycatcher,Kerala,29.3523,76.687129,12,15,2018,R
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,12,,2018,I
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,12,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,12,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Maharashtra,,,12,,2018,W
FB,Photo,Indian Paradise-Flycatcher,Gujarat,,,12,23,2018,I
iNaturalist,Photo,Indian Paradise-Flycatcher,Sri Lanka,5.969556,80.226414,1,20,2019,R
eBird,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.1437,81.4298 ,1,21,2019,R
eBird,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.23574,81.4298 ,1,21,2019,W
eBird,Photo,Indian Paradise-Flycatcher,Sri Lanka,6.3532,80.8148 ,1,1,2019,I
