source,documentation,COMMON.NAME,SAMPLING.EVENT.IDENTIFIER,date,STATE,morph,aberration,int_rating
eBird,Photo,Indian Paradise-Flycatcher,S132039266,28-Mar-23,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154619829,28-Mar-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S132034986,28-Mar-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S132039266,28-Mar-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S132198179,30-Mar-23,Uttarakhand,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S132453566,2-Apr-23,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153563525,7-Apr-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S133276626,7-Apr-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S213585731,10-Apr-23,Andra Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142324291,11-Apr-23,Jammu and Kashmir,W,,
eBird,Photo,Indian Paradise-Flycatcher,S133610002,12-Apr-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S133477931,12-Apr-23,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S208406747,13-Apr-23,Madhya Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S134938028,15-Apr-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134938028,15-Apr-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S133775761,15-Apr-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138184119,16-Apr-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134937779,16-Apr-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138432261,18-Apr-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136574818,18-Apr-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134247687,19-Apr-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S134582931,19-Apr-23,Jharkhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153825711,20-Apr-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138434797,20-Apr-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134449398,20-Apr-23,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134435106,21-Apr-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S161243174,22-Apr-23,Jharkhand,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139854296,22-Apr-23,Himachal Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S161243174,22-Apr-23,Jharkhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134819749,23-Apr-23,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S134680175,23-Apr-23,Himachal Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134822864,23-Apr-23,Himachal Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134686396,23-Apr-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134694175,23-Apr-23,Himachal Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135820670,25-Apr-23,West Bengal,R,,
eBird,Photo,Indian Paradise-Flycatcher,S134933462,25-Apr-23,Rajasthan,R,,
eBird,Photo,Indian Paradise-Flycatcher,S135891685,26-Apr-23,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S135141599,27-Apr-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135506808,29-Apr-23,Madhya Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S135655986,29-Apr-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135513977,29-Apr-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135363674,29-Apr-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136733694,30-Apr-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136733426,30-Apr-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136115874,1-May-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135651831,1-May-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135893739,2-May-23,West Bengal,R,,
eBird,Photo,Indian Paradise-Flycatcher,S148583952,2-May-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135924807,2-May-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S135771672,2-May-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136404406,3-May-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136123840,4-May-23,Himachal Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136001353,4-May-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136157790,5-May-23,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S150457847,6-May-23,Madhya Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S136402796,7-May-23,Rajasthan,R,,
eBird,Photo,Indian Paradise-Flycatcher,S138329423,7-May-23,Rajasthan,R,,
eBird,Photo,Indian Paradise-Flycatcher,S136401070,7-May-23,Madhya Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S136792113,7-May-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136406641,7-May-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136613059,8-May-23,Himachal Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150211795,9-May-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S149623821,9-May-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S149623821,9-May-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S149623268,9-May-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S137174406,9-May-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S166846843,10-May-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S136873448,10-May-23,Chhaisgarh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S137066886,11-May-23,Haryana,W,,
eBird,Photo,Indian Paradise-Flycatcher,S137174673,12-May-23,Jammu and Kashmir,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S137456318,13-May-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S137313023,13-May-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S137609544,14-May-23,Gujarat,R,,
eBird,Photo,Indian Paradise-Flycatcher,S137686905,14-May-23,West Bengal,R,,
eBird,Photo,Indian Paradise-Flycatcher,S137686905,14-May-23,West Bengal,R,,
eBird,Photo,Indian Paradise-Flycatcher,S137609530,14-May-23,Gujarat,R,,
eBird,Photo,Indian Paradise-Flycatcher,S137956352,14-May-23,Himachal Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S137609530,14-May-23,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150625337,15-May-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138212071,17-May-23,Odisha,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S138202430,18-May-23,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S138204183,18-May-23,West Bengal,R,,
eBird,Photo,Indian Paradise-Flycatcher,S138206908,18-May-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142144839,20-May-23,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S138456361,20-May-23,Uttar Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S138453112,20-May-23,Himachal Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138795205,21-May-23,West Bengal,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S138625958,21-May-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S138623570,21-May-23,Jharkhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138961309,23-May-23,Rajasthan,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139043789,23-May-23,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S138934410,23-May-23,Jammu and Kashmir,W,,
eBird,Photo,Indian Paradise-Flycatcher,S140237651,24-May-23,Himachal Pradesh,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S140420650,25-May-23,Himachal Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139266035,26-May-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139984115,27-May-23,Rajasthan,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139544666,27-May-23,West Bengal,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139399123,27-May-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139984115,27-May-23,Rajasthan,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139420151,27-May-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139610671,28-May-23,Rajasthan,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139610198,28-May-23,Gujarat,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139548722,28-May-23,West Bengal,R,,
eBird,Photo,Indian Paradise-Flycatcher,S139569232,28-May-23,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139548722,28-May-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139859480,29-May-23,Rajasthan,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140588500,29-May-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141067426,30-May-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141066338,30-May-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139985020,31-May-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S140278901,3-Jun-23,West Bengal,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S140312421,3-Jun-23,Chhaisgarh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S140280676,3-Jun-23,Jharkhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S140562405,4-Jun-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140419191,4-Jun-23,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140554910,5-Jun-23,Rajasthan,R,,
eBird,Photo,Indian Paradise-Flycatcher,S141729729,6-Jun-23,Himachal Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S140764319,7-Jun-23,Haryana,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140760802,7-Jun-23,Uttar Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140949537,8-Jun-23,Maharashtra,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S143200116,8-Jun-23,Madhya Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143200116,8-Jun-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S140956372,9-Jun-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140956527,9-Jun-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S140990493,9-Jun-23,Chhaisgarh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141088081,10-Jun-23,Odisha,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S141054344,10-Jun-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141082151,10-Jun-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141178563,11-Jun-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141350454,12-Jun-23,Chhaisgarh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141441047,13-Jun-23,Jharkhand,R,,
eBird,Photo,Indian Paradise-Flycatcher,S141522001,14-Jun-23,Himachal Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141508417,14-Jun-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141599117,15-Jun-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141905201,17-Jun-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150454469,18-Jun-23,Madhya Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S142037012,18-Jun-23,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141908415,18-Jun-23,Jharkhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S141902341,18-Jun-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142055463,19-Jun-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142451844,21-Jun-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142238315,21-Jun-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142351324,22-Jun-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142351252,22-Jun-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142416078,22-Jun-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142355296,22-Jun-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142418907,22-Jun-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142417359,23-Jun-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142417518,23-Jun-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142504916,24-Jun-23,West Bengal,R,,
eBird,Photo,Indian Paradise-Flycatcher,S142504916,24-Jun-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142680988,25-Jun-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S142742794,26-Jun-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S142842223,26-Jun-23,West Bengal,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143708061,26-Jun-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S145725543,29-Jun-23,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143109556,30-Jun-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143302361,30-Jun-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S149467569,1-Jul-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S143204921,1-Jul-23,Jharkhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S143338730,2-Jul-23,Jammu and Kashmir,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S143309800,2-Jul-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143511974,2-Jul-23,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher,S145247982,4-Jul-23,Rajasthan,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143882820,4-Jul-23,West Bengal,R,,
eBird,Photo,Indian Paradise-Flycatcher,S143976765,9-Jul-23,Jharkhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S144575321,13-Jul-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S144610717,14-Jul-23,Uttar Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S145260119,22-Jul-23,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S147450500,23-Jul-23,Uttarakhand,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S145401604,23-Jul-23,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S148432705,23-Jul-23,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S146158025,1-Aug-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152674057,9-Aug-23,Rajasthan,R,,
eBird,Photo,Indian Paradise-Flycatcher,S150194265,12-Aug-23,Rajasthan,R,,
eBird,Photo,Indian Paradise-Flycatcher,S147114117,13-Aug-23,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S147965889,24-Aug-23,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S149496170,10-Sep-23,Chandigarh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S149910170,15-Sep-23,Rajasthan,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154784366,23-Sep-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150619724,24-Sep-23,Uttar Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S150854913,27-Sep-23,Uttar Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150849374,27-Sep-23,Punjab,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150919991,28-Sep-23,Uttar Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151181833,1-Oct-23,Rajasthan,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151316205,2-Oct-23,Rajasthan,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151715851,5-Oct-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151571675,6-Oct-23,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S151520429,6-Oct-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151521592,6-Oct-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151519509,6-Oct-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152585253,7-Oct-23,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S151769484,7-Oct-23,West Bengal,R(D),,
eBird,Photo,Indian Paradise-Flycatcher,S151673684,7-Oct-23,Haryana,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151769484,7-Oct-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151769484,7-Oct-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151850849,10-Oct-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S151857081,10-Oct-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152000388,12-Oct-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S151987090,12-Oct-23,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152021269,12-Oct-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152080175,13-Oct-23,Maharashtra,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S152381643,13-Oct-23,Maharashtra,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S152133545,14-Oct-23,Madhya Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S162890801,14-Oct-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154431893,14-Oct-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152129952,14-Oct-23,Andra Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152158892,14-Oct-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152325523,14-Oct-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152180612,14-Oct-23,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152132867,14-Oct-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152458849,15-Oct-23,Madhya Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152260450,15-Oct-23,Puducherry,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152443734,15-Oct-23,Andra Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152513971,15-Oct-23,Rajasthan,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152264607,15-Oct-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152388398,16-Oct-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152516312,18-Oct-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152522309,18-Oct-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152517995,18-Oct-23,Andra Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152516312,18-Oct-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152536587,18-Oct-23,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher, S152517995,18-Oct-23,Andra Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152588160,19-Oct-23,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152586043,19-Oct-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152805669,21-Oct-23,Goa,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152733102,21-Oct-23,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152717212,21-Oct-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152714379,21-Oct-23,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152799571,22-Oct-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153036647,22-Oct-23,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S152792047,22-Oct-23,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152801463,22-Oct-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152947149,23-Oct-23,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153015674,25-Oct-23,Karnataka,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S153026838,25-Oct-23,Karnataka,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S153379951,25-Oct-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153026838,25-Oct-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153514797,25-Oct-23,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153075017,26-Oct-23,Karnataka,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S153075508,26-Oct-23,Karnataka,I,,5
eBird,Photo,Indian Paradise-Flycatcher,S153086545,26-Oct-23,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153135606,27-Oct-23,Karnataka,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S153382545,27-Oct-23,Sri Lanka,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S153135115,27-Oct-23,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153214395,27-Oct-23,Andra Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153142226,27-Oct-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153234220,28-Oct-23,Karnataka,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S153222185,28-Oct-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153220543,28-Oct-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153319343,29-Oct-23,Telangana,R,,
eBird,Photo,Indian Paradise-Flycatcher,S156410774,29-Oct-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153301072,29-Oct-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154482354,29-Oct-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153472140,31-Oct-23,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153508815,1-Nov-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153588400,2-Nov-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153563438,2-Nov-23,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153628938,3-Nov-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153682859,3-Nov-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153639446,3-Nov-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153688652,4-Nov-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153781285,5-Nov-23,Karnataka,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S153933019,5-Nov-23,Telangana,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153879717,5-Nov-23,Telangana,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153788357,5-Nov-23,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154007647,7-Nov-23,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S153993890,8-Nov-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S153993891,8-Nov-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154048449,9-Nov-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154267954,9-Nov-23,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154057438,9-Nov-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154604601,10-Nov-23,Goa,R,,
eBird,Photo,Indian Paradise-Flycatcher,S192381657,10-Nov-23,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154193989,11-Nov-23,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154193989,11-Nov-23,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154267150,12-Nov-23,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154359626,13-Nov-23,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154566114,13-Nov-23,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154424455,13-Nov-23,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154360269,13-Nov-23,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S163311741,14-Nov-23,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154488225,15-Nov-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154596123,16-Nov-23,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154562459,16-Nov-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154536074,16-Nov-23,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154674030,18-Nov-23,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S155463042,19-Nov-23,Tamil Nadu,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S154750378,19-Nov-23,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154735740,19-Nov-23,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154889153,19-Nov-23,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher,S155015139,20-Nov-23,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154841506,20-Nov-23,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154887872,20-Nov-23,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S154908959,21-Nov-23,Goa,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154896346,21-Nov-23,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S154906585,21-Nov-23,Karnataka,W,,
