source,documentation,COMMON.NAME,SAMPLING.EVENT.IDENTIFIER,date,STATE,morph,aberration,int_rating
eBird,Photo,Indian Paradise-Flycatcher,S60240843,29-Sep-19,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102738822,6-Oct-19,Tripura,W,,
eBird,Photo,Indian Paradise-Flycatcher,S60389255,6-Oct-19,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S60418486,7-Oct-19,Jammu and Kashmir,W,,
eBird,Photo,Indian Paradise-Flycatcher,S67279523,12-Oct-19,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S60734555,19-Oct-19,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S60780111,20-Oct-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S60844668,22-Oct-19,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S60938472,26-Oct-19,Tamil Nadu,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S60993060,28-Oct-19,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S60990559,28-Oct-19,Karnataka,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S60989430,28-Oct-19,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S61548519,28-Oct-19,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S60993060,28-Oct-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61014020,29-Oct-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61118900,2-Nov-19,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61139989,3-Nov-19,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61260072,8-Nov-19,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S61254216,8-Nov-19,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61319751,9-Nov-19,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61294455,9-Nov-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61334024,10-Nov-19,Maharashtra,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S61353876,11-Nov-19,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S61353876,11-Nov-19,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S89919673,12-Nov-19,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61395387,12-Nov-19,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61411164,13-Nov-19,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S61641176,13-Nov-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61433132,14-Nov-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61638855,16-Nov-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61638855,16-Nov-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61548832,16-Nov-19,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61521186,17-Nov-19,Karnataka,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S61543212,17-Nov-19,Karnataka,I,F,1
eBird,Photo,Indian Paradise-Flycatcher,S61516428,17-Nov-19,Karnataka,I,F,1
eBird,Photo,Indian Paradise-Flycatcher,S61509042,17-Nov-19,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S61513208,17-Nov-19,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S72180234,21-Nov-19,Kerala,W,,
,Photo,Indian Paradise-Flycatcher,S62402691,21-Nov-19,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61681019,23-Nov-19,Kerala,R,F,
eBird,Photo,Indian Paradise-Flycatcher,S61664330,23-Nov-19,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61697918,24-Nov-19,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S61765752,24-Nov-19,Goa,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61695144,24-Nov-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61695761,24-Nov-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61809643,26-Nov-19,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61757456,26-Nov-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62364186,29-Nov-19,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61889245,30-Nov-19,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61887263,1-Dec-19,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96361449,4-Dec-19,Karnataka,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S96361449,4-Dec-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S61990881,5-Dec-19,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62142884,6-Dec-19,Maharashtra,I,F,1
eBird,Photo,Indian Paradise-Flycatcher,S62142884,6-Dec-19,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96102457,6-Dec-19,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62133914,8-Dec-19,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S62137432,8-Dec-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62214462,11-Dec-19,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S62356325,12-Dec-19,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62240452,12-Dec-19,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62411581,13-Dec-19,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96370460,13-Dec-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62292113,14-Dec-19,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62284163,14-Dec-19,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62319712,15-Dec-19,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62388784,17-Dec-19,Sri Lanka,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S62387281,17-Dec-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62462757,18-Dec-19,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S65395665,21-Dec-19,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S62520315,22-Dec-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62549895,23-Dec-19,Telangana,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S62563515,23-Dec-19,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S67535909,23-Dec-19,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62610637,25-Dec-19,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62612666,25-Dec-19,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62610637,25-Dec-19,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S117474871,25-Dec-19,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62633046,26-Dec-19,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66301616,26-Dec-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62657790,27-Dec-19,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62766248,27-Dec-19,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62691611,28-Dec-19,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S62690132,28-Dec-19,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62726293,29-Dec-19,Telangana,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62772259,29-Dec-19,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S62760495,30-Dec-19,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S62798159,31-Dec-19,Karnataka,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S164979114,1-Jan-20,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64773250,2-Jan-20,Maharashtra,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S62897426,2-Jan-20,Karnataka,I,,5
eBird,Photo,Indian Paradise-Flycatcher,S62899973,2-Jan-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S148495967,3-Jan-20,Tamil Nadu,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S62986537,4-Jan-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63840770,4-Jan-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63079382,4-Jan-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S120438468,5-Jan-20,Sri Lanka,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S63036714,5-Jan-20,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63039138,5-Jan-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63039138,5-Jan-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S67529023,5-Jan-20,Telangana,W,,
eBird,Photo,Indian Paradise-Flycatcher,S70034638,8-Jan-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63198149,9-Jan-20,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S120633495,9-Jan-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63196731,9-Jan-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63256053,10-Jan-20,Karnataka,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S63235864,10-Jan-20,Karnataka,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S63256878,10-Jan-20,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63256878,10-Jan-20,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63231883,10-Jan-20,Andhra Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63228407,10-Jan-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65395682,10-Jan-20,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63260402,11-Jan-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63513027,11-Jan-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63258008,11-Jan-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63304053,12-Jan-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S152269408,13-Jan-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63343878,13-Jan-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63385605,14-Jan-20,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher, S63439720,15-Jan-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63409029,15-Jan-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63405691,15-Jan-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S126031372,16-Jan-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63652615,17-Jan-20,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63499787,18-Jan-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63500577,18-Jan-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63551973,18-Jan-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63499788,18-Jan-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63500091,18-Jan-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63697259,18-Jan-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63712010,19-Jan-20,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63712010,19-Jan-20,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65703206,19-Jan-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63712010,19-Jan-20,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63579200,19-Jan-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63683349,20-Jan-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63650825,21-Jan-20,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63648900,22-Jan-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S63652124,22-Jan-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63660562,22-Jan-20,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S71902077,23-Jan-20,Maharashtra,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S71902077,23-Jan-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63689960,23-Jan-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63722052,23-Jan-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64270200,24-Jan-20,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64493503,25-Jan-20,Telangana,W,,
eBird,Photo,Indian Paradise-Flycatcher,S63749399,25-Jan-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher, S63797584,26-Jan-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76075400,27-Jan-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher, S64779572,29-Jan-20,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64071074,1-Feb-20,Kerala,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S85743670,2-Feb-20,Telangana,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S64033440,2-Feb-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64032789,2-Feb-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64041461,2-Feb-20,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64315472,2-Feb-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64049471,2-Feb-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64082562,3-Feb-20,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S113804440,3-Feb-20,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S113804440,3-Feb-20,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64109714,4-Feb-20,Andhra Pradesh,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64117522,4-Feb-20,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64706049,4-Feb-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64118758,4-Feb-20,Andhra Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64296616,6-Feb-20,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S68369659,7-Feb-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64240711,8-Feb-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64224499,8-Feb-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64228029,8-Feb-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64223706,8-Feb-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64224499,8-Feb-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64262651,9-Feb-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64290175,9-Feb-20,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher, S64456053,9-Feb-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S72158957,10-Feb-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher, S64700122,13-Feb-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64438186,14-Feb-20,Karnataka,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S64461075,14-Feb-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64486308,14-Feb-20,goa,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64443850,14-Feb-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64490975,15-Feb-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64558588,16-Feb-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64558588,16-Feb-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76979180,16-Feb-20,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64629979,16-Feb-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S67397615,16-Feb-20,Telangana,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64628209,16-Feb-20,Telangana,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64558588,16-Feb-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64559928,16-Feb-20,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64625580,17-Feb-20,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64696074,17-Feb-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64624305,17-Feb-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64703259,18-Feb-20,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77257913,18-Feb-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64749073,19-Feb-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64781758,20-Feb-20,Sri Lanka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64782008,20-Feb-20,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64807062,21-Feb-20,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96190612,22-Feb-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S65673737,22-Feb-20,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S65362931,22-Feb-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65013286,22-Feb-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64894820,23-Feb-20,Gujarat,R,,
eBird,Photo,Indian Paradise-Flycatcher,S64889118,23-Feb-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S64944780,24-Feb-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S122977959,25-Feb-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S65033837,25-Feb-20,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S65032086,25-Feb-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S65035619,25-Feb-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S65071402,26-Feb-20,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S215313881,28-Feb-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65304743,29-Feb-20,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S65263116,29-Feb-20,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S65981263,29-Feb-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65261670,29-Feb-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65571747,29-Feb-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65571466,29-Feb-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65304743,29-Feb-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65263926,29-Feb-20,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65303000,1-Mar-20,Karnataka,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S65359997,1-Mar-20,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96366456,1-Mar-20,Uttar Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65307579,1-Mar-20,Uttar Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher, S210479887,2-Mar-20,Maharashtra,I,,3
eBird,Photo,Indian Paradise-Flycatcher, S65639484,3-Mar-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S67707192,3-Mar-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65678001,3-Mar-20,Telangana,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65415956,4-Mar-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65459117,5-Mar-20,Karnataka,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S65454773,5-Mar-20,Goa,R,,
eBird,Photo,Indian Paradise-Flycatcher,S65454773,5-Mar-20,Goa,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65512194,7-Mar-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66016252,7-Mar-20,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65857875,7-Mar-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65528969,7-Mar-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66079289,8-Mar-20,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S68962961,8-Mar-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65602376,9-Mar-20,Goa,R,,
eBird,Photo,Indian Paradise-Flycatcher,S65640084,10-Mar-20,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S141446923,10-Mar-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96379988,10-Mar-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65865189,10-Mar-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65735005,10-Mar-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S67707302,11-Mar-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65672303,11-Mar-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65670424,11-Mar-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S70804251,11-Mar-20,Sri Lanka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65714344,12-Mar-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66428696,12-Mar-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65767069,13-Mar-20,Gujarat,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S65738006,13-Mar-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S65767401,13-Mar-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65738763,13-Mar-20,Rajasthan,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65738006,13-Mar-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65735269,13-Mar-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65764052,13-Mar-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65765910,13-Mar-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65767912,14-Mar-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S65833949,15-Mar-20,Maharashtra,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S75848420,15-Mar-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S65833949,15-Mar-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66207594,16-Mar-20,Maharashtra,R,,
eBird,Photo,Indian Paradise-Flycatcher,S67707392,17-Mar-20,Tamil Nadu,R,,
eBird,Photo,Indian Paradise-Flycatcher,S67707392,17-Mar-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66126598,17-Mar-20,Gujarat,W,,
eBird,Photo,Indian Paradise-Flycatcher,S68533801,19-Mar-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66027450,20-Mar-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66031805,20-Mar-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66028290,21-Mar-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66036808,21-Mar-20,Delhi,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66028290,21-Mar-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S86292414,22-Mar-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S68481461,22-Mar-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66193663,22-Mar-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66076602,22-Mar-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S73441695,23-Mar-20,Kerala,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66243432,24-Mar-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S67707575,24-Mar-20,Tamil Nadu,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66226512,26-Mar-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66298354,27-Mar-20,Uttarakhand,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S66269119,27-Mar-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66265362,27-Mar-20,Uttar Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S68495201,29-Mar-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66434572,31-Mar-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66427968,31-Mar-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S67460860,1-Apr-20,Jammu and Kashmir,I,,7
eBird,Photo,Indian Paradise-Flycatcher,S66714654,1-Apr-20,Kerala,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66534708,2-Apr-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66558107,3-Apr-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66564215,3-Apr-20,Himachal Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66559453,3-Apr-20,Karnataka,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66604949,4-Apr-20,Madhya Pradesh,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66444930,4-Apr-20,Maharashtra,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66664600,5-Apr-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66655436,5-Apr-20,West Bengal,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66715137,6-Apr-20,Uttarakhand,W,,
eBird,Photo,Indian Paradise-Flycatcher,S66762425,7-Apr-20,Karnataka,R,,
eBird,Photo,Indian Paradise-Flycatcher,S66762375,7-Apr-20,Karnataka,R,,
