source,documentation,COMMON.NAME,url,OBSERVATION.DATE,LATITUDE,LONGITUDE,morph,aberration,int_rating
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/165133630,4-Jul-21,22.49522008,87.97038497,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/143599175,29-Jun-21,41.58502004,70.06776097,I,,3
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/134269673,7-Jul-21,29.44411634,78.94958873,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/125289222,29-Jun-21,41.74385882,70.19997842,I,,3
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/107751861,1-Jul-21,14.26050159,76.2533756,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/93245611,29-Jul-21,13.65149711,79.41418579,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/89601185,29-Jul-21,29.45687087,79.58272992,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/88578368,24-Jul-21,16.64309974,80.48695564,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/88412719,24-Jul-21,16.62166,80.51394,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/88262213,4-Jun-21,21.20006095,80.76206446,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/87903686,9-Jul-21,29.44187957,79.58750297,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/84741481,27-Jun-21,41.97184056,69.92329972,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/84741408,27-Jun-21,41.98027779,69.90894592,I,,4
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/83230702,15-Jun-21,34.66783889,72.3439528,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/82822453,13-Jun-21,26.19666167,78.20532167,R   ,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/103748533,14-Sep-21,6.7880706,79.8912813,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/96341213,1-Sep-21,28.05512387,94.67352931,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/95970274,24-Sep-21,16.64336083,80.48831037,R(D),,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/93701551,3-Sep-21,22.29272667,82.096325,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/89870075,3-Aug-21,23.34797745,77.76879463,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/273646986,19-Nov-21,10.17388166,76.43899094,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/246292401,10-Nov-21,18.37689554,73.76611233,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/239787011,18-Nov-21,8.5340563,77.1456246,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/140824258,2-Oct-21,17.82209873,94.69392512,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/102994026,28-Oct-21,21.12448997,70.82415048,R(D),,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/102414443,26-Nov-21,9.895553509,76.74879118,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/102290100,1-Nov-21,12.40796337,75.66984282,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/102231581,22-Nov-21,16.74975593,82.15602162,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/102224382,26-Nov-21,6.47087544,79.98071216,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/101937573,10-Nov-21,19.0719691,73.5356936,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/101861735,25-Nov-21,18.53173,73.81765833,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/101628449,21-Nov-21,17.48605696,78.34653106,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/101384715,18-Nov-21,9.895553509,76.74879118,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/101384695,18-Nov-21,9.895553509,76.74879118,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/101381891,13-Nov-21,12.8394649,80.2112164,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/100502041,7-Nov-21,12.878924,77.5300912,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/99975324,1-Nov-21,9.895553509,76.74879118,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/99893224,30-Oct-21,22.51205949,88.35820648,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/99882704,31-Oct-21,9.840711105,76.78055129,I,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/99238608,23-Oct-21,22.51199011,88.35820648,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/99099658,23-Oct-21,12.88009371,77.52902905,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/98469762,17-Oct-21,12.8808476,77.52937237,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/98288181,15-Oct-21,18.28915868,73.13590114,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/98172972,14-Oct-21,13.58522985,79.43110272,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/97643591,8-Oct-21,18.28920467,73.1358311,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/152434842,18-Dec-21,18.73630877,72.86399955,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/141618800,26-Dec-21,13.37415703,77.21271336,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/139298589,22-Dec-21,13.37415703,77.21271336,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/121134784,31-Dec-21,14.7937065,74.6868815,I,,3
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/106476993,6-Dec-21,16.2658132,78.85631371,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/105501146,4-Dec-21,18.5254899,73.8153845,I,,1
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/105193881,23-Dec-21,12.9924312,80.2328968,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/104653037,19-Dec-21,9.77905783,76.89396068,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/104350188,10-Dec-21,13.020944,77.569946,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/104344953,31-Dec-21,10.82150262,76.64157551,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/104093573,29-Dec-21,18.4469032,73.4305439,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/103870277,23-Dec-21,12.9907768,80.237987,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/103828405,23-Dec-21,12.02686493,75.36451109,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/103436514,22-Dec-21,18.741693,72.91909697,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/103410120,17-Dec-21,11.07894586,79.83002432,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/103261690,18-Dec-21,7.297463025,79.88218792,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/103252963,4-Dec-21,18.03025009,82.88950279,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/103252770,17-Dec-21,12.99547418,80.23978467,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/103252753,18-Dec-21,12.99547418,80.23978467,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/103241238,17-Dec-21,9.0176117,76.9260936,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/103131133,14-Dec-21,7.477571188,80.32678582,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/103102418,13-Dec-21,9.832846258,76.76194111,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/102982456,11-Dec-21,13.66143639,77.46023139,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/102978740,13-Dec-21,12.269372,76.611978,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/102922074,12-Dec-21,12.85121818,77.49016882,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/102659826,7-Dec-21,6.524698023,80.88317592,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/102534794,5-Dec-21,15.69103599,74.36607823,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/102417155,1-Dec-21,9.890812684,76.69041719,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/228259578,29-Jan-22,12.93772674,77.49950249,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/146454208,1-Feb-22,7.874217,80.6511287,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/111181411,31-Jan-22,13.66160965,79.4662182,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/105969089,1-Feb-22,12.80502586,77.53724307,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/105501488,1-Jan-22,17.6804639,74.018261,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/105496246,24-Jan-22,16.7252849,73.3251819,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/105127865,17-Jan-22,7.312628853,80.66381849,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/104868296,13-Jan-22,7.297463025,79.88218792,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/104517240,7-Jan-22,12.7985882,77.567835,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/104173326,2-Jan-22,12.85529794,77.50802483,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/192231781,31-Mar-22,11.40681434,76.73229612,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/189738921,17-Mar-22,15.292001,74.5208608,I,,1
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/155588525,22-Mar-22,19.1632096,72.8926178,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/142591480,25-Mar-22,6.349055,80.48376667,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/134953621,28-Mar-22,19.03198132,73.03356249,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/116951321,28-Mar-22,34.1525864,77.5770535,I,,2
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/116951226,28-Mar-22,34.1525864,77.5770535,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/116818004,29-Mar-22,20.94280345,81.56887393,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/112674973,13-Mar-22,12.96945676,77.67531663,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/111898650,25-Mar-22,13.51920833,79.322995,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/111518415,26-Mar-22,13.6300146,79.38574011,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/111062640,26-Mar-22,13.65182529,79.41626072,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/111061499,24-Mar-22,13.65182008,79.41627681,I,,3
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/111061473,23-Mar-22,13.65182529,79.41626072,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/110468630,25-Mar-22,10.05215922,76.33863608,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/109855137,13-Mar-22,7.928388333,80.69298667,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/109363190,24-Mar-22,13.65182529,79.41627145,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/109240001,2-Mar-22,16.7195691,73.3553021,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/109126336,21-Mar-22,13.04634046,80.25335569,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/109050433,20-Mar-22,11.8229769,75.4291743,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/108862385,18-Mar-22,19.233765,72.9445802,I,,4
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/108862382,18-Mar-22,19.233765,72.9445802,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/108862380,18-Mar-22,19.233765,72.9445802,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/108577780,13-Mar-22,18.44432783,73.42742812,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/108439924,10-Mar-22,8.888733885,80.11315598,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/108353490,11-Mar-22,11.27500758,79.51291747,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/108241043,9-Mar-22,8.434900362,77.5671133,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/108090016,7-Mar-22,16.23109218,78.64737399,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/108015656,6-Mar-22,11.11052423,79.75804623,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/267637977,8-Jun-22,22.15152666,71.31594323,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/256611757,26-Apr-22,28.62976781,81.28197212,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/253050934,12-Apr-22,15.45537678,73.83559629,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/239945467,7-May-22,32.7768702,72.7067604,I,,2
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/192081068,29-Apr-22,20.09385203,79.32728575,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/191935785,8-Jun-22,33.76621322,73.09782659,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/176978828,19-Jun-22,23.3951412,86.9874326,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/176978679,19-Jun-22,23.3951412,86.9874326,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/158672934,19-May-22,20.26295973,79.36433078,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/149747131,18-Apr-22,33.83035983,77.81421281,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/147266804,10-Apr-22,30.7447621,76.8105866,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/145491823,31-May-22,21.2057562,81.6081864,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/145491820,31-May-22,21.2057562,81.6081864,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/128320932,28-Jun-22,21.19272688,80.76306157,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/125780799,9-Apr-22,9.591416533,76.5269104,I,,3
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/123620841,27-Jun-22,22.15321934,71.31711602,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/122802021,21-Jun-22,21.24606953,81.6005354,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/122483447,15-Jun-22,34.66783889,72.3439528,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/121890538,8-Jun-22,13.65219917,79.41611382,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/121875625,27-May-22,20.35704434,79.31642914,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/121057078,4-Jun-22,21.4749138,79.3212058,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/119872152,2-Jun-22,13.65270236,79.41619374,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/119350340,29-May-22,31.56699972,76.8599,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/119256537,26-May-22,26.02957423,76.48661904,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/119176010,29-May-22,30.38839163,78.12936131,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/118745229,22-May-22,11.57359694,76.6453705,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/118506439,24-May-22,21.24614828,81.59995269,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/118519122,30-Apr-22,25.89991833,77.04965833,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/118331023,22-May-22,17.31234335,77.8482688,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/117479492,5-May-22,21.41124237,86.71953198,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/116624360,26-Apr-22,6.312553195,81.40243271,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/116264891,8-May-22,21.4171141,86.6006249,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/116264772,5-May-22,21.4171141,86.6006249,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/116040560,3-May-22,21.20404292,80.7655929,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/116040248,18-Apr-22,21.19939076,80.75937152,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/115549402,27-Apr-22,30.27323209,77.96881199,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/115078626,17-Apr-22,13.62669833,79.36307333,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/113343400,17-Apr-22,18.44432783,73.42742812,I,,1
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/111187824,10-Apr-22,29.91434464,78.15621505,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/217520415,4-Sep-22,11.95207312,77.65107449,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/188345963,2-Sep-22,25.01781155,85.3841399,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/167314934,10-Oct-22,20.92694365,85.24687833,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/151996216,18-Jul-22,20.58624147,81.08277284,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/141447114,23-Oct-22,18.3257121,73.885275,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/140900894,3-Oct-22,21.2001491,80.76235078,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/140122142,26-Oct-22,12.302778,76.673611,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/139962769,23-Oct-22,12.302778,76.673611,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/139744591,23-Oct-22,12.25568663,79.03028246,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/138979324,16-Oct-22,10.84787778,78.8833,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/138943383,16-Oct-22,12.9609816,77.7083642,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/138939265,16-Oct-22,22.8041604,88.3339234,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/138620813,7-Oct-22,23.18423119,88.57752599,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/137624336,17-Jul-22,16.65715793,80.49354233,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/130746581,14-Aug-22,12.67857667,77.91528,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/130746576,14-Aug-22,12.67858833,77.91526167,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/129294113,26-Jul-22,21.192199,81.720781,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/129294112,26-Jul-22,21.192199,81.720781,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/129294109,26-Jul-22,21.192199,81.720781,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/128805058,18-Jul-22,26.91686047,75.86473536,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/128805057,18-Jul-22,26.91686047,75.86473536,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/127230191,21-Jul-22,29.46041326,79.65582423,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/125913878,12-Jul-22,17.68661679,78.32732443,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/125802351,8-Jul-22,21.276677,81.6446049,I,,1
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/208777590,1-Dec-22,6.147201148,81.32255204,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/196284561,2-Dec-22,19.1630743,72.8921276,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/189645756,6-Dec-22,10.12957282,76.68786762,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/177629632,26-Nov-22,12.98537322,77.59168368,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/162253138,6-Nov-22,13.75797,79.47111,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/153556078,12-Nov-22,12.76885161,77.57913563,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/152213024,24-Dec-22,12.88372778,77.46444722,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/149015964,16-Nov-22,15.3777904,74.2267367,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/146414130,24-Dec-22,18.734533,72.865153,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/145821085,8-Dec-22,11.94468432,75.38493812,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/145663729,29-Dec-22,18.73952778,72.86424722,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/145576134,19-Dec-22,18.37592305,73.7691236,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/145423965,30-Dec-22,8.690205809,77.62628049,R(D),,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/145401923,26-Dec-22,10.82155498,76.64155874,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/145323648,28-Dec-22,10.1039803,76.7004605,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/145036492,24-Dec-22,11.56972832,77.50528805,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/144891309,19-Dec-22,18.37603136,73.76863126,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/144858686,19-Dec-22,13.0169513,77.5670914,I,,2
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/144851464,22-Dec-22,19.233765,72.9445802,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/144601020,18-Dec-22,12.18401294,77.72158641,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/144598747,18-Dec-22,12.18202973,77.73014447,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/144522425,16-Dec-22,8.414729909,77.60610189,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/144226803,9-Dec-22,14.281141,74.47659519,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/144055237,10-Dec-22,19.19912833,72.859655,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/144050028,7-Dec-22,8.41882365,77.60257311,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/144012753,7-Dec-22,12.88410925,77.46328466,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/143929322,13-Nov-22,12.16529924,75.42718928,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/143860394,5-Dec-22,17.48151279,78.38095956,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/143707639,5-Dec-22,10.05155146,76.34169582,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/143020382,27-Nov-22,12.516315,77.64040667,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/143019773,15-Nov-22,16.69374919,73.33267768,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/142537404,21-Nov-22,15.48900102,73.92997401,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/142513150,21-Nov-22,18.56481574,73.79278847,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/142446778,20-Nov-22,9.895553509,76.74879118,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/142361139,18-Nov-22,7.0667984,79.9040932,R,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/142043578,15-Nov-22,11.0167425,76.35134205,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/141764251,12-Nov-22,10.05168713,76.34048633,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/141120332,4-Nov-22,7.312588947,80.66377625,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/250247674,26-Jan-23,18.37558018,73.76611702,W,,
iNaturalist,Photo,Indian Paradise-Flycatcher,inaturalist.org/observations/246365773,26-Jan-23,18.374982,73.76581259,R,F,
