source,documentation,COMMON.NAME,SAMPLING.EVENT.IDENTIFIER,morph,aberration,int_rating
eBird,Photo,Indian Paradise-Flycatcher,S167836114,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168093222,R,,
eBird,Photo,Indian Paradise-Flycatcher,S167961430,W,,
eBird,Photo,Indian Paradise-Flycatcher,S167968289,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168224388,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168202026,R,,
eBird,Photo,Indian Paradise-Flycatcher,S197103181,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168331669,R,,
eBird,Photo,Indian Paradise-Flycatcher,S168398845,R,,
eBird,Photo,Indian Paradise-Flycatcher,S168329187,R,,
eBird,Photo,Indian Paradise-Flycatcher,S168708630,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168407238,W,,
eBird,Photo,Indian Paradise-Flycatcher,S240966441,R,,
eBird,Photo,Indian Paradise-Flycatcher,S168521173,R,,
eBird,Photo,Indian Paradise-Flycatcher,S168580499,R,,
eBird,Photo,Indian Paradise-Flycatcher,S168569291,R,,
eBird,Photo,Indian Paradise-Flycatcher,S168537402,R,,
eBird,Photo,Indian Paradise-Flycatcher,S168503813,R,,
eBird,Photo,Indian Paradise-Flycatcher,S168711758,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168580499,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168537402,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168511563,W,,
eBird,Photo,Indian Paradise-Flycatcher,S169389249,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168705119,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168850148,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168765893,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168849956,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S168893369,W,,
eBird,Photo,Indian Paradise-Flycatcher,S169209071,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168885030,W,,
eBird,Photo,Indian Paradise-Flycatcher,S168987020,W,,
eBird,Photo,Indian Paradise-Flycatcher,S169023450,W,,
eBird,Photo,Indian Paradise-Flycatcher,S169141698,R,,
eBird,Photo,Indian Paradise-Flycatcher,S169141694,R,,
eBird,Photo,Indian Paradise-Flycatcher,S169121331,W,,
eBird,Photo,Indian Paradise-Flycatcher,S169248532,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S169252590,I,F,3
eBird,Photo,Indian Paradise-Flycatcher,S169252590,R,,
eBird,Photo,Indian Paradise-Flycatcher,S169297369,W,,
eBird,Photo,Indian Paradise-Flycatcher,S169388810,R,,
eBird,Photo,Indian Paradise-Flycatcher,S169459523,W,,
eBird,Photo,Indian Paradise-Flycatcher,S169966835,W,,
eBird,Photo,Indian Paradise-Flycatcher,S169905923,W,,
eBird,Photo,Indian Paradise-Flycatcher,S169391316,W,,
eBird,Photo,Indian Paradise-Flycatcher,S169650756,R,,
eBird,Photo,Indian Paradise-Flycatcher,S169684355,R,,
eBird,Photo,Indian Paradise-Flycatcher,S169566804,W,,
eBird,Photo,Indian Paradise-Flycatcher,S169564498,W,,
eBird,Photo,Indian Paradise-Flycatcher,S169561352,W,,
eBird,Photo,Indian Paradise-Flycatcher,S170715358,R,,
eBird,Photo,Indian Paradise-Flycatcher,S170715358,R,,
eBird,Photo,Indian Paradise-Flycatcher,S169965124,R,,
eBird,Photo,Indian Paradise-Flycatcher,S169955471,R,,
eBird,Photo,Indian Paradise-Flycatcher,S170715358,W,,
eBird,Photo,Indian Paradise-Flycatcher,S169903549,W,,
eBird,Photo,Indian Paradise-Flycatcher,S170033693,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S170033693,W,,
eBird,Photo,Indian Paradise-Flycatcher,S170172294,R,,
eBird,Photo,Indian Paradise-Flycatcher,S170171125,W,,
eBird,Photo,Indian Paradise-Flycatcher,S170172294,W,,
eBird,Photo,Indian Paradise-Flycatcher,S172371912,W,,
eBird,Photo,Indian Paradise-Flycatcher,S170312116,W,,
eBird,Photo,Indian Paradise-Flycatcher,S170456086,R,,
eBird,Photo,Indian Paradise-Flycatcher,S170478749,W,,
eBird,Photo,Indian Paradise-Flycatcher,S177009653,R,,
eBird,Photo,Indian Paradise-Flycatcher,S170667797,R,,
eBird,Photo,Indian Paradise-Flycatcher,S170649419,R,,
eBird,Photo,Indian Paradise-Flycatcher,S177009653,W,,
eBird,Photo,Indian Paradise-Flycatcher,S170800416,W,,
eBird,Photo,Indian Paradise-Flycatcher,S170655362,W,,
eBird,Photo,Indian Paradise-Flycatcher,S170890925,W,,
eBird,Photo,Indian Paradise-Flycatcher,S171066374,R,,
eBird,Photo,Indian Paradise-Flycatcher,S178787189,W,,
eBird,Photo,Indian Paradise-Flycatcher,S171357912,R,,
eBird,Photo,Indian Paradise-Flycatcher,S171268207,R,,
eBird,Photo,Indian Paradise-Flycatcher,S171254040,R,,
eBird,Photo,Indian Paradise-Flycatcher,S171252362,R,,
eBird,Photo,Indian Paradise-Flycatcher,S171251132,W,,
eBird,Photo,Indian Paradise-Flycatcher,S171436423,R,,
eBird,Photo,Indian Paradise-Flycatcher,S171516426,W,,
eBird,Photo,Indian Paradise-Flycatcher,S171436423,W,,
eBird,Photo,Indian Paradise-Flycatcher,S175687986,R,,
eBird,Photo,Indian Paradise-Flycatcher,S171920944,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175708146,W,,
eBird,Photo,Indian Paradise-Flycatcher,S171868134,W,,
eBird,Photo,Indian Paradise-Flycatcher,S171814230,W,,
eBird,Photo,Indian Paradise-Flycatcher,S171822455,W,,
eBird,Photo,Indian Paradise-Flycatcher,S171920944,W,,
eBird,Photo,Indian Paradise-Flycatcher,S171811860,W,,
eBird,Photo,Indian Paradise-Flycatcher,S172073822,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S176199411,R,,
eBird,Photo,Indian Paradise-Flycatcher,S172075077,R,,
eBird,Photo,Indian Paradise-Flycatcher,S172078749,R,,
eBird,Photo,Indian Paradise-Flycatcher,S172077163,R,,
eBird,Photo,Indian Paradise-Flycatcher,S172070985,R,,
eBird,Photo,Indian Paradise-Flycatcher,S172139912,W,,
eBird,Photo,Indian Paradise-Flycatcher,S172078749,W,,
eBird,Photo,Indian Paradise-Flycatcher,S172211068,W,,
eBird,Photo,Indian Paradise-Flycatcher,S172111967,W,,
eBird,Photo,Indian Paradise-Flycatcher,S172073822,W,,
eBird,Photo,Indian Paradise-Flycatcher,S172329786,R,,
eBird,Photo,Indian Paradise-Flycatcher,S172367787,R,,
eBird,Photo,Indian Paradise-Flycatcher,S172332344,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175005745,W,,
eBird,Photo,Indian Paradise-Flycatcher,S172540710,W,,
eBird,Photo,Indian Paradise-Flycatcher,S172738924,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S173012587,R,,
eBird,Photo,Indian Paradise-Flycatcher,S172748869,R,,
eBird,Photo,Indian Paradise-Flycatcher,S172742706,W,,
eBird,Photo,Indian Paradise-Flycatcher,S172742706,W,,
eBird,Photo,Indian Paradise-Flycatcher,S173012587,W,,
eBird,Photo,Indian Paradise-Flycatcher,S173376190,R,,
eBird,Photo,Indian Paradise-Flycatcher,S173391111,R,,
eBird,Photo,Indian Paradise-Flycatcher,S173137880,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S173137880,W,,
eBird,Photo,Indian Paradise-Flycatcher,S173136293,W,,
eBird,Photo,Indian Paradise-Flycatcher,S173422713,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S173363114,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S215975728,R,,
eBird,Photo,Indian Paradise-Flycatcher,S173382687,R,,
eBird,Photo,Indian Paradise-Flycatcher,S173897246,R,,
eBird,Photo,Indian Paradise-Flycatcher,S173468805,R,,
eBird,Photo,Indian Paradise-Flycatcher,S173503278,W,,
eBird,Photo,Indian Paradise-Flycatcher,S173373756,W,,
eBird,Photo,Indian Paradise-Flycatcher,S173363114,W,,
eBird,Photo,Indian Paradise-Flycatcher,S173381267,W,,
eBird,Photo,Indian Paradise-Flycatcher,S173808468,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S173826994,R,,
eBird,Photo,Indian Paradise-Flycatcher,S173847147,R,,
eBird,Photo,Indian Paradise-Flycatcher,S173810104,R,,
eBird,Photo,Indian Paradise-Flycatcher,S173826994,W,,
eBird,Photo,Indian Paradise-Flycatcher,S173826964,W,,
eBird,Photo,Indian Paradise-Flycatcher,S173810104,W,,
eBird,Photo,Indian Paradise-Flycatcher,S174392793,R,,
eBird,Photo,Indian Paradise-Flycatcher, S174392793,W,,
eBird,Photo,Indian Paradise-Flycatcher,S174405311,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S174400905,W,,
eBird,Photo,Indian Paradise-Flycatcher,S174395762,W,,
eBird,Photo,Indian Paradise-Flycatcher,S178135652,R,,
eBird,Photo,Indian Paradise-Flycatcher,S174793302,R,,
eBird,Photo,Indian Paradise-Flycatcher,S174803316,R,,
eBird,Photo,Indian Paradise-Flycatcher,S174815577,W,,
eBird,Photo,Indian Paradise-Flycatcher,S175018323,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175001703,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175018323,W,,
eBird,Photo,Indian Paradise-Flycatcher,S175845201,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175223469,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175221346,R,,
eBird,Photo,Indian Paradise-Flycatcher,S201844518,W,,
eBird,Photo,Indian Paradise-Flycatcher,S175222570,W,,
eBird,Photo,Indian Paradise-Flycatcher,S175497246,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175893958,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175510833,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175497246,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175893958,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175497246,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175595415,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175503040,R,,
eBird,Photo,Indian Paradise-Flycatcher,S175595211,W,,
eBird,Photo,Indian Paradise-Flycatcher,S175595415,W,,
eBird,Photo,Indian Paradise-Flycatcher,S175502574,W,,
eBird,Photo,Indian Paradise-Flycatcher,S176083260,R,,
eBird,Photo,Indian Paradise-Flycatcher,S186812673,W,,
eBird,Photo,Indian Paradise-Flycatcher,S175912984,W,,
eBird,Photo,Indian Paradise-Flycatcher,S175915272,W,,
eBird,Photo,Indian Paradise-Flycatcher,S176675959,W,,
eBird,Photo,Indian Paradise-Flycatcher,S176353906,W,,
eBird,Photo,Indian Paradise-Flycatcher,S176284517,R,,
eBird,Photo,Indian Paradise-Flycatcher,S200057689,W,,
eBird,Photo,Indian Paradise-Flycatcher,S178216066,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S176475730,W,,
eBird,Photo,Indian Paradise-Flycatcher,S176900613,R,,
eBird,Photo,Indian Paradise-Flycatcher,S176684202,R,,
eBird,Photo,Indian Paradise-Flycatcher,S177501747,W,,
eBird,Photo,Indian Paradise-Flycatcher,S176713442,W,,
eBird,Photo,Indian Paradise-Flycatcher,S176684202,W,,
eBird,Photo,Indian Paradise-Flycatcher,S176690728,W,,
eBird,Photo,Indian Paradise-Flycatcher,S176700266,W,,
eBird,Photo,Indian Paradise-Flycatcher,S176666163,W,,
eBird,Photo,Indian Paradise-Flycatcher,S176885379,R,,
eBird,Photo,Indian Paradise-Flycatcher,S176976955,W,,
eBird,Photo,Indian Paradise-Flycatcher,S176937523,W,,
eBird,Photo,Indian Paradise-Flycatcher,S176880981,W,,
eBird,Photo,Indian Paradise-Flycatcher,S178928945,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S177169950,R,,
eBird,Photo,Indian Paradise-Flycatcher,S177190771,R,,
eBird,Photo,Indian Paradise-Flycatcher,S178928945,W,,
eBird,Photo,Indian Paradise-Flycatcher,S177164832,W,,
eBird,Photo,Indian Paradise-Flycatcher,S177164918,W,,
eBird,Photo,Indian Paradise-Flycatcher,S177264884,W,,
eBird,Photo,Indian Paradise-Flycatcher,S177190771,W,,
eBird,Photo,Indian Paradise-Flycatcher,S177167376,W,,
eBird,Photo,Indian Paradise-Flycatcher,S178928222,W,,
eBird,Photo,Indian Paradise-Flycatcher,S178515168,W,,
eBird,Photo,Indian Paradise-Flycatcher,S177496781,W,,
eBird,Photo,Indian Paradise-Flycatcher,S177728327,W,,
eBird,Photo,Indian Paradise-Flycatcher,S177989659,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S178012278,W,,
eBird,Photo,Indian Paradise-Flycatcher,S177974357,W,,
eBird,Photo,Indian Paradise-Flycatcher,S177924419,W,,
eBird,Photo,Indian Paradise-Flycatcher,S182112218,W,,
eBird,Photo,Indian Paradise-Flycatcher,S178545742,R,,
eBird,Photo,Indian Paradise-Flycatcher,S178510409,W,,
eBird,Photo,Indian Paradise-Flycatcher,S205909634,R,,
eBird,Photo,Indian Paradise-Flycatcher,S180045572,R,,
eBird,Photo,Indian Paradise-Flycatcher,S178795342,R,,
eBird,Photo,Indian Paradise-Flycatcher,S178793036,R,,
eBird,Photo,Indian Paradise-Flycatcher,S178801029,W,,
eBird,Photo,Indian Paradise-Flycatcher,S178795342,W,,
eBird,Photo,Indian Paradise-Flycatcher,S178793036,W,,
eBird,Photo,Indian Paradise-Flycatcher,S178793036,W,,
eBird,Photo,Indian Paradise-Flycatcher,S179686788,R,,
eBird,Photo,Indian Paradise-Flycatcher,S179495664,R,,
eBird,Photo,Indian Paradise-Flycatcher,S185030497,W,,
eBird,Photo,Indian Paradise-Flycatcher,S179285867,W,,
eBird,Photo,Indian Paradise-Flycatcher,S179699291,R,,
eBird,Photo,Indian Paradise-Flycatcher,S179465649,R,,
eBird,Photo,Indian Paradise-Flycatcher,S179473867,W,,
eBird,Photo,Indian Paradise-Flycatcher,S186336687,W,,
eBird,Photo,Indian Paradise-Flycatcher,S179662998,W,,
eBird,Photo,Indian Paradise-Flycatcher,S179946469,R,,
eBird,Photo,Indian Paradise-Flycatcher,S181196514,W,,
eBird,Photo,Indian Paradise-Flycatcher,S179946469,W,,
eBird,Photo,Indian Paradise-Flycatcher,S179836283,W,,
eBird,Photo,Indian Paradise-Flycatcher,S180712382,R,,
eBird,Photo,Indian Paradise-Flycatcher,S180034665,R,,
eBird,Photo,Indian Paradise-Flycatcher,S180530324,R,,
eBird,Photo,Indian Paradise-Flycatcher,S180377649,R,,
eBird,Photo,Indian Paradise-Flycatcher,S180270647,W,,
eBird,Photo,Indian Paradise-Flycatcher,S180281164,W,,
eBird,Photo,Indian Paradise-Flycatcher,S184591853,W,,
eBird,Photo,Indian Paradise-Flycatcher,S180521924,W,,
eBird,Photo,Indian Paradise-Flycatcher,S180816982,R,,
eBird,Photo,Indian Paradise-Flycatcher,S181147167,R,,
eBird,Photo,Indian Paradise-Flycatcher,S181142759,W,,
eBird,Photo,Indian Paradise-Flycatcher,S181140751,W,,
eBird,Photo,Indian Paradise-Flycatcher,S181147167,W,,
eBird,Photo,Indian Paradise-Flycatcher,S186969172,W,,
eBird,Photo,Indian Paradise-Flycatcher,S181528305,R,,
eBird,Photo,Indian Paradise-Flycatcher,S181632083,W,,
eBird,Photo,Indian Paradise-Flycatcher,S181566974,W,,
eBird,Photo,Indian Paradise-Flycatcher,S181529564,W,,
eBird,Photo,Indian Paradise-Flycatcher,S181875311,R,,
eBird,Photo,Indian Paradise-Flycatcher,S181739699,W,,
eBird,Photo,Indian Paradise-Flycatcher,S181754333,W,,
eBird,Photo,Indian Paradise-Flycatcher,S181837930,W,,
eBird,Photo,Indian Paradise-Flycatcher,S181875311,W,,
eBird,Photo,Indian Paradise-Flycatcher,S181752395,W,,
eBird,Photo,Indian Paradise-Flycatcher,S182013126,W,,
eBird,Photo,Indian Paradise-Flycatcher,S186969899,W,,
eBird,Photo,Indian Paradise-Flycatcher,S182184431,W,,
eBird,Photo,Indian Paradise-Flycatcher,S182586015,R,,
eBird,Photo,Indian Paradise-Flycatcher,S182586015,W,,
eBird,Photo,Indian Paradise-Flycatcher,S182817476,R,,
eBird,Photo,Indian Paradise-Flycatcher,S182798146,W,,
eBird,Photo,Indian Paradise-Flycatcher,S183001660,R,,
eBird,Photo,Indian Paradise-Flycatcher,S195179668,R,,
eBird,Photo,Indian Paradise-Flycatcher,S183027989,W,,
eBird,Photo,Indian Paradise-Flycatcher,S182976940,W,,
eBird,Photo,Indian Paradise-Flycatcher,S183188319,W,,
eBird,Photo,Indian Paradise-Flycatcher,S183462466,R,,
eBird,Photo,Indian Paradise-Flycatcher,S183307364,R,,
eBird,Photo,Indian Paradise-Flycatcher,S183296876,R,,
eBird,Photo,Indian Paradise-Flycatcher,S183205616,W,,
eBird,Photo,Indian Paradise-Flycatcher,S183307364,W,,
eBird,Photo,Indian Paradise-Flycatcher,S183187418,W,,
eBird,Photo,Indian Paradise-Flycatcher,S184410568,W,,
eBird,Photo,Indian Paradise-Flycatcher,S186970204,W,,
eBird,Photo,Indian Paradise-Flycatcher,S183797396,W,,
eBird,Photo,Indian Paradise-Flycatcher,S183964240,R,,
eBird,Photo,Indian Paradise-Flycatcher,S184674311,R,,
eBird,Photo,Indian Paradise-Flycatcher,S184117571,R,,
eBird,Photo,Indian Paradise-Flycatcher,S184346361,W,,
eBird,Photo,Indian Paradise-Flycatcher,S184287338,W,,
eBird,Photo,Indian Paradise-Flycatcher,S184575303,R,,
eBird,Photo,Indian Paradise-Flycatcher,S184511893,R,,
eBird,Photo,Indian Paradise-Flycatcher,S184495925,W,,
eBird,Photo,Indian Paradise-Flycatcher,S184869313,W,,
eBird,Photo,Indian Paradise-Flycatcher,S185042133,W,,
eBird,Photo,Indian Paradise-Flycatcher,S185430044,R,,
eBird,Photo,Indian Paradise-Flycatcher,S186146005,R,,
eBird,Photo,Indian Paradise-Flycatcher,S185967861,W,,
eBird,Photo,Indian Paradise-Flycatcher,S185976052,W,,
eBird,Photo,Indian Paradise-Flycatcher,S186137367,R,,
eBird,Photo,Indian Paradise-Flycatcher,S186278186,R,,
eBird,Photo,Indian Paradise-Flycatcher,S186278186,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203874679,R,,
eBird,Photo,Indian Paradise-Flycatcher,S186723891,R,,
eBird,Photo,Indian Paradise-Flycatcher,S186986241,W,,
eBird,Photo,Indian Paradise-Flycatcher,S186705429,W,,
eBird,Photo,Indian Paradise-Flycatcher,S219861806,R,,
eBird,Photo,Indian Paradise-Flycatcher,S187479362,W,,
eBird,Photo,Indian Paradise-Flycatcher,S188023536,R,,
eBird,Photo,Indian Paradise-Flycatcher,S187627925,W,,
eBird,Photo,Indian Paradise-Flycatcher,S187997976,W,,
eBird,Photo,Indian Paradise-Flycatcher,S187996883,W,,
eBird,Photo,Indian Paradise-Flycatcher,S188186562,W,,
eBird,Photo,Indian Paradise-Flycatcher,S189504235,R,,
eBird,Photo,Indian Paradise-Flycatcher,S189785875,W,,
eBird,Photo,Indian Paradise-Flycatcher, S190143875,R,,
eBird,Photo,Indian Paradise-Flycatcher,S190645442,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S192034284,R,,
eBird,Photo,Indian Paradise-Flycatcher,S190833552,W,,
eBird,Photo,Indian Paradise-Flycatcher,S191661128,W,,
eBird,Photo,Indian Paradise-Flycatcher,S191196381,W,,
eBird,Photo,Indian Paradise-Flycatcher,S191377416,R,,
eBird,Photo,Indian Paradise-Flycatcher,S191600445,R,,
eBird,Photo,Indian Paradise-Flycatcher,S193027246,W,,
eBird,Photo,Indian Paradise-Flycatcher,S193662632,W,,
eBird,Photo,Indian Paradise-Flycatcher,S193795309,W,,
eBird,Photo,Indian Paradise-Flycatcher,S194536035,W,,
eBird,Photo,Indian Paradise-Flycatcher,S194700407,R,,
eBird,Photo,Indian Paradise-Flycatcher,S196184803,R,,
eBird,Photo,Indian Paradise-Flycatcher,S195342586,R,,
eBird,Photo,Indian Paradise-Flycatcher,S195751814,W,,
eBird,Photo,Indian Paradise-Flycatcher,S196596796,W,,
eBird,Photo,Indian Paradise-Flycatcher,S197584473,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S199782122,W,,
eBird,Photo,Indian Paradise-Flycatcher,S198080383,R(D),,
eBird,Photo,Indian Paradise-Flycatcher,S198284167,W,,
eBird,Photo,Indian Paradise-Flycatcher,S198641976,R,,
eBird,Photo,Indian Paradise-Flycatcher,S198962463,W,,
eBird,Photo,Indian Paradise-Flycatcher,S199003391,W,,
eBird,Photo,Indian Paradise-Flycatcher,S204583034,R,,
eBird,Photo,Indian Paradise-Flycatcher,S199200588,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200148457,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S200148780,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S199402302,R(D),,
eBird,Photo,Indian Paradise-Flycatcher,S199484064,W,,
eBird,Photo,Indian Paradise-Flycatcher,S199721169,R,,
eBird,Photo,Indian Paradise-Flycatcher,S199598214,R,,
eBird,Photo,Indian Paradise-Flycatcher,S199593350,W,,
eBird,Photo,Indian Paradise-Flycatcher,S199633945,W,,
eBird,Photo,Indian Paradise-Flycatcher,S199835840,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S199752947,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S199820554,R,,
eBird,Photo,Indian Paradise-Flycatcher,S199716338,W,,
eBird,Photo,Indian Paradise-Flycatcher,S199826985,R,,
eBird,Photo,Indian Paradise-Flycatcher,S199943042,R,,
eBird,Photo,Indian Paradise-Flycatcher,S199954317,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200049821,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S200048863,R,,
eBird,Photo,Indian Paradise-Flycatcher,S200154113,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200050758,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200066583,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200050045,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200198942,R,,
eBird,Photo,Indian Paradise-Flycatcher,S200171181,R,,
eBird,Photo,Indian Paradise-Flycatcher,S200754225,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200198942,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200341679,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200255594,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200260958,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200705409,R,,
eBird,Photo,Indian Paradise-Flycatcher,S200414420,R,,
eBird,Photo,Indian Paradise-Flycatcher,S200401760,R,,
eBird,Photo,Indian Paradise-Flycatcher, S200410809,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200409831,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200620138,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200854176,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S200758640,R(D),,
eBird,Photo,Indian Paradise-Flycatcher,S200809393,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200756118,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200766726,W,,
eBird,Photo,Indian Paradise-Flycatcher,S202532449,R,,
eBird,Photo,Indian Paradise-Flycatcher,S200856867,R,,
eBird,Photo,Indian Paradise-Flycatcher,S200898600,W,,
eBird,Photo,Indian Paradise-Flycatcher,S200858187,W,,
eBird,Photo,Indian Paradise-Flycatcher,S201014796,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S200960717,R,,
eBird,Photo,Indian Paradise-Flycatcher,S200946003,W,,
eBird,Photo,Indian Paradise-Flycatcher,S201068592,W,,
eBird,Photo,Indian Paradise-Flycatcher,S201204240,W,,
eBird,Photo,Indian Paradise-Flycatcher,S201352958,R,,
eBird,Photo,Indian Paradise-Flycatcher,S201345198,W,,
eBird,Photo,Indian Paradise-Flycatcher,S201345640,W,,
eBird,Photo,Indian Paradise-Flycatcher,S201356817,W,,
eBird,Photo,Indian Paradise-Flycatcher,S201470271,R,,
eBird,Photo,Indian Paradise-Flycatcher,S207334513,W,,
eBird,Photo,Indian Paradise-Flycatcher,S201747232,W,,
eBird,Photo,Indian Paradise-Flycatcher,S201885537,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S201834856,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S201880668,W,,
eBird,Photo,Indian Paradise-Flycatcher,S201967196,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S202103359,W,,
eBird,Photo,Indian Paradise-Flycatcher,S202297327,W,,
eBird,Photo,Indian Paradise-Flycatcher,S202424563,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S202534767,R,,
eBird,Photo,Indian Paradise-Flycatcher,S202450499,R,,
eBird,Photo,Indian Paradise-Flycatcher,S202424711,W,,
eBird,Photo,Indian Paradise-Flycatcher,S202521888,W,,
eBird,Photo,Indian Paradise-Flycatcher,S202618173,W,,
eBird,Photo,Indian Paradise-Flycatcher,S202616676,W,,
eBird,Photo,Indian Paradise-Flycatcher,S202739778,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S202786568,R,,
eBird,Photo,Indian Paradise-Flycatcher,S202876439,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203225168,W,,
eBird,Photo,Indian Paradise-Flycatcher,S202739993,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203253184,W,,
eBird,Photo,Indian Paradise-Flycatcher,S202872824,R,,
eBird,Photo,Indian Paradise-Flycatcher,S202923859,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203162885,R,,
eBird,Photo,Indian Paradise-Flycatcher,S202970605,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203042863,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203162885,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203853770,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203257575,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203344284,R,,
eBird,Photo,Indian Paradise-Flycatcher,S203344284,R,,
eBird,Photo,Indian Paradise-Flycatcher,S205988878,W,,
eBird,Photo,Indian Paradise-Flycatcher,S204794672,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203935646,R,,
eBird,Photo,Indian Paradise-Flycatcher,S203438339,R,,
eBird,Photo,Indian Paradise-Flycatcher,S203436131,R,,
eBird,Photo,Indian Paradise-Flycatcher,S203428829,W,,
eBird,Photo,Indian Paradise-Flycatcher,S206505512,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203423853,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203751113,R,,
eBird,Photo,Indian Paradise-Flycatcher,S203563126,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203537464,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203681362,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S203831636,R,,
eBird,Photo,Indian Paradise-Flycatcher,S203658243,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203647729,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203638518,W,,
eBird,Photo,Indian Paradise-Flycatcher,S210745208,W,,
eBird,Photo,Indian Paradise-Flycatcher,S204615382,R,,
eBird,Photo,Indian Paradise-Flycatcher,S203831658,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203925121,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S204979163,R,,
eBird,Photo,Indian Paradise-Flycatcher,S203925726,R,,
eBird,Photo,Indian Paradise-Flycatcher,S204049050,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S204044887,R,,
eBird,Photo,Indian Paradise-Flycatcher,S204058779,W,,
