source,documentation,COMMON.NAME,SAMPLING.EVENT.IDENTIFIER,morph,aberration,int_rating
eBird,Photo,Indian Paradise-Flycatcher,S90968140,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91029976,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S91021860,R,,
eBird,Photo,Indian Paradise-Flycatcher,S91029976,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91021860,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91154366,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91150053,R,,
eBird,Photo,Indian Paradise-Flycatcher,S91172610,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91211860,R,,
eBird,Photo,Indian Paradise-Flycatcher,S91215112,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91375611,R,,
eBird,Photo,Indian Paradise-Flycatcher,S91871588,W,,
eBird,Photo,Indian Paradise-Flycatcher,S113055432,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91872353,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91871588,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91541225,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91540316,W,,
eBird,Photo,Indian Paradise-Flycatcher,S113057887,W,,
eBird,Photo,Indian Paradise-Flycatcher,S203320185,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91733690,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91772118,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91858744,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91858744,W,,
eBird,Photo,Indian Paradise-Flycatcher,S93665980,R,,
eBird,Photo,Indian Paradise-Flycatcher,S91861819,W,,
eBird,Photo,Indian Paradise-Flycatcher,S91933307,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S92259863,R,,
eBird,Photo,Indian Paradise-Flycatcher,S92118323,R,,
eBird,Photo,Indian Paradise-Flycatcher,S94440719,W,,
eBird,Photo,Indian Paradise-Flycatcher,S92125785,W,,
eBird,Photo,Indian Paradise-Flycatcher,S92168528,R,,
eBird,Photo,Indian Paradise-Flycatcher,S94144502,R,,
eBird,Photo,Indian Paradise-Flycatcher,S92264149,W,,
eBird,Photo,Indian Paradise-Flycatcher,S92923227,R,,
eBird,Photo,Indian Paradise-Flycatcher,S92982021,R,,
eBird,Photo,Indian Paradise-Flycatcher,S92923149,R,,
eBird,Photo,Indian Paradise-Flycatcher,S92931904,W,,
eBird,Photo,Indian Paradise-Flycatcher,S93244310,W,,
eBird,Photo,Indian Paradise-Flycatcher,S95368583,R,,
eBird,Photo,Indian Paradise-Flycatcher,S95368583,W,,
eBird,Photo,Indian Paradise-Flycatcher,S94441561,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S94490390,W,,
eBird,Photo,Indian Paradise-Flycatcher,S94806934,R,,
eBird,Photo,Indian Paradise-Flycatcher,S94802981,R,,
eBird,Photo,Indian Paradise-Flycatcher,S94958838,W,,
eBird,Photo,Indian Paradise-Flycatcher,S95001854,R,,
eBird,Photo,Indian Paradise-Flycatcher,S95211101,R,,
eBird,Photo,Indian Paradise-Flycatcher,S95181035,R,,
eBird,Photo,Indian Paradise-Flycatcher,S95206441,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96067646,W,,
eBird,Photo,Indian Paradise-Flycatcher,S95519405,R,,
eBird,Photo,Indian Paradise-Flycatcher,S95465301,R,,
eBird,Photo,Indian Paradise-Flycatcher,S95477321,W,,
eBird,Photo,Indian Paradise-Flycatcher,S95748855,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S97196824,R,,
eBird,Photo,Indian Paradise-Flycatcher,S95750723,R,,
eBird,Photo,Indian Paradise-Flycatcher,S95747521,R,,
eBird,Photo,Indian Paradise-Flycatcher,S95830238,R,,
eBird,Photo,Indian Paradise-Flycatcher,S95796003,R,,
eBird,Photo,Indian Paradise-Flycatcher,S124414895,W,,
eBird,Photo,Indian Paradise-Flycatcher,S95972680,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S96722383,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102618541,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99254342,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96167563,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S96596011,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96176411,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96205042,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96167385,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96166370,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96212546,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96210384,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96210068,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96281200,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S96307745,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96267563,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96273205,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96415249,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96270735,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96258959,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96261978,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96415996,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S96462145,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96455420,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96455493,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96455323,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96495104,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96571296,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96571296,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96571296,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96577136,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96636131,R,,
eBird,Photo,Indian Paradise-Flycatcher,S130035882,W,,
eBird,Photo,Indian Paradise-Flycatcher, S96635904,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96632265,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96626810,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96676662,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96722900,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96725596,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96762513,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96805354,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96921593,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S97138362,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96866942,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96868693,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96918432,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96866136,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96867080,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96883293,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97289167,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S97290846,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S96917597,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S97289167,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96930160,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96919955,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96928486,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96983196,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96972013,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96972347,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97096376,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97289394,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97188585,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97057827,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97056110,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97062099,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97093880,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101042079,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97104336,W,,
eBird,Photo,Indian Paradise-Flycatcher,S188250785,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97338184,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97138292,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97286805,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97145551,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97139403,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97188937,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97185443,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97185015,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97301460,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97286635,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97282864,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97229875,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97233788,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98484372,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S97656888,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97433755,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97419698,R,,
eBird,Photo,Indian Paradise-Flycatcher,S117309107,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97462894,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97552029,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97557497,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97601678,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97808591,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97660468,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97690073,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97561480,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97561336,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97627202,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S101356974,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97608043,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97603150,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99671020,I,F,4
eBird,Photo,Indian Paradise-Flycatcher,S97746033,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97746033,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97691749,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97743865,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97688497,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97728451,R,,
eBird,Photo,Indian Paradise-Flycatcher,S201739937,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97728838,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97728811,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97728451,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98331609,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S97766335,R,,
eBird,Photo,Indian Paradise-Flycatcher,S114877034,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97812622,R,,
eBird,Photo,Indian Paradise-Flycatcher,S122721113,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97807069,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97806782,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97857322,W,,
eBird,Photo,Indian Paradise-Flycatcher,S102618366,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98269179,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97915086,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97861572,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97858738,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97928329,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97921738,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97915229,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97911224,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97957082,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97957082,W,,
eBird,Photo,Indian Paradise-Flycatcher,S97995165,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97961297,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97967677,W,,
eBird,Photo,Indian Paradise-Flycatcher, S98277075,R,,
eBird,Photo,Indian Paradise-Flycatcher,S97994148,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98033514,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98077165,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98124155,I,F,2
eBird,Photo,Indian Paradise-Flycatcher,S98117805,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98118625,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98124889,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98179095,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S153021851,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98190344,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98229067,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98191736,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98188230,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98231998,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98304570,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98272648,R,,
eBird,Photo,Indian Paradise-Flycatcher,S100707609,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98307665,R,,
eBird,Photo,Indian Paradise-Flycatcher,S122227683,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98312656,W,,
eBird,Photo,Indian Paradise-Flycatcher,S177326088,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S98432775,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98612102,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98534017,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98483385,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98485126,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98497983,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98482660,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98485872,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98486639,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101627269,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101626837,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98533581,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102327516,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98569612,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98614541,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98620061,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98610974,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98621635,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99220652,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98688505,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100826178,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98729130,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98768793,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98785354,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99217306,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98825350,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98775219,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99217283,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99217283,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98827113,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98821659,W,,
eBird,Photo,Indian Paradise-Flycatcher,S98824692,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99217281,W,,
eBird,Photo,Indian Paradise-Flycatcher, S99217288,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99303587,R,,
eBird,Photo,Indian Paradise-Flycatcher,S198082744,R,,
eBird,Photo,Indian Paradise-Flycatcher,S98899138,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99347956,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100206802,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99179722,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99089735,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99391285,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99046916,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S99024468,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99022692,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99023973,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99021835,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99276807,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S99389033,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99088079,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99156146,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99090084,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99088750,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99149717,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99108848,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99090648,W,,
eBird,Photo,Indian Paradise-Flycatcher,S139873603,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S139873603,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99202573,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99212796,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99216875,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99347383,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99273845,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99349658,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99349658,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99261454,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99303809,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99312095,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99303471,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99616567,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99392478,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99493271,R,,
eBird,Photo,Indian Paradise-Flycatcher,S104378737,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101590110,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99404526,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99637683,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99403523,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99838528,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S99454884,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S99505691,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99495627,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102200293,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99430087,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99506377,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99450596,W,,
eBird,Photo,Indian Paradise-Flycatcher, S99495276,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99513172,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99499591,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99499591,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99507166,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99494103,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99554732,I,F,1
eBird,Photo,Indian Paradise-Flycatcher,S100082603,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99615160,W,,
eBird,Photo,Indian Paradise-Flycatcher,S150930356,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99799302,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102749828,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99637730,W,,
eBird,Photo,Indian Paradise-Flycatcher, S99670175,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99668576,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99738262,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S99730297,R,,
eBird,Photo,Indian Paradise-Flycatcher,S104795446,R,,
eBird,Photo,Indian Paradise-Flycatcher,S100034125,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99730436,R,,
eBird,Photo,Indian Paradise-Flycatcher,S100082394,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99922163,R,,
eBird,Photo,Indian Paradise-Flycatcher,S99929033,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100018012,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99901224,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100004712,R,,
eBird,Photo,Indian Paradise-Flycatcher,S100503944,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100073260,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100081777,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S100076129,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S100161229,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100224282,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100276479,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100902544,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100475214,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100535501,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100403736,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S102253400,R,,
eBird,Photo,Indian Paradise-Flycatcher,S100988770,R,,
eBird,Photo,Indian Paradise-Flycatcher,S100475235,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100476896,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100821728,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100639018,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100970354,W,,
eBird,Photo,Indian Paradise-Flycatcher,S103143189,I,,5
eBird,Photo,Indian Paradise-Flycatcher,S100819017,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S100905712,R,,
eBird,Photo,Indian Paradise-Flycatcher,S100754246,R,,
eBird,Photo,Indian Paradise-Flycatcher,S120721956,W,,
eBird,Photo,Indian Paradise-Flycatcher,S103143189,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100904120,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100754344,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100845840,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101461681,R,,
eBird,Photo,Indian Paradise-Flycatcher,S100890851,R,,
eBird,Photo,Indian Paradise-Flycatcher,S100905041,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101821223,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100905041,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100830216,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100906644,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S100906644,R,,
eBird,Photo,Indian Paradise-Flycatcher,S100912115,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100970020,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101020512,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101086566,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101253196,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101256287,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S101192036,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101178759,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101256287,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101247464,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101181782,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101190119,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101256904,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101262119,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101259318,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101260924,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101259620,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101257559,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101253392,W,,
eBird,Photo,Indian Paradise-Flycatcher,S102260665,R,,
eBird,Photo,Indian Paradise-Flycatcher,S104796050,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101339456,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101403944,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101398845,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101416748,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101471795,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S101474436,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101511651,R,,
eBird,Photo,Indian Paradise-Flycatcher, S101511651,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101702703,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101705900,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101622443,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101572967,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101622061,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101623552,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101623552,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101627303,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101622419,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101625360,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101621314,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101622294,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101621947,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101876881,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S101876881,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101708649,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101701680,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101702168,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101814528,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101825574,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101935963,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S101936032,R,,
eBird,Photo,Indian Paradise-Flycatcher,S101940325,W,,
eBird,Photo,Indian Paradise-Flycatcher,S101950367,W,,
eBird,Photo,Indian Paradise-Flycatcher,S102042057,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102039432,W,,
eBird,Photo,Indian Paradise-Flycatcher,S102113358,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102041880,R,,
eBird,Photo,Indian Paradise-Flycatcher,S111335594,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102185886,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102258705,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102250406,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102110402,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102109970,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102111116,W,,
eBird,Photo,Indian Paradise-Flycatcher,S102201847,R,,
eBird,Photo,Indian Paradise-Flycatcher,S102201847,R,,
eBird,Photo,Indian Paradise-Flycatcher,S164494756,W,,
eBird,Photo,Indian Paradise-Flycatcher,S102335311,W,,
eBird,Photo,Indian Paradise-Flycatcher,S102359552,W,,
eBird,Photo,Indian Paradise-Flycatcher,S102626890,W,,
eBird,Photo,Indian Paradise-Flycatcher,S102466566,W,,
eBird,Photo,Indian Paradise-Flycatcher,S102420119,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S102420119,I,,3
